          id  timestamp  track  channel  event  note  midi_value  sustain
559    43236          0      0        0     80     0         559        0
560    43249          0      0        1     81    80         560        0
561    43473          1      0        0     66     0         561        0
562    43473          1      0        0     71     0         562        0
563    43486          0      0        0     81     0         563        0
564    43499          0      0        1     76    80         564        0
565    43499          1      0        1     52    68         565        0
566    43501          1      0        3     64     0         566        0
567    43502          1      0        3     64   127         567        0
568    43565          0      0        1     80    80         568        0
569    43632          0      0        1     83    80         569        0
570    43973          1      0        0     52     0         570        0
571    43997          0      0        0     83     0         571        0
572    43997          0      0        0     80     0         572        0
573    43998          0      0        0     76     0         573        0
574    43999          0      0        1     83    80         574        0
575    43999          0      0        1     92    80         575        0
576    43999          1      0        1     64    68         576        0
577    43999          1      0        1     68    68         577        0
578    44236          0      0        0     92     0         578        0
579    44249          0      0        1     90    80         579        0
580    44473          0      0        0     83     0         580        0
581    44473          1      0        0     64     0         581        0
582    44473          1      0        0     68     0         582        0
583    44486          0      0        0     90     0         583        0
584    44499          0      0        1     83    80         584        0
585    44499          0      0        1     92    80         585        0
586    44499          1      0        1     71    68         586        0
587    44499          1      0        1     76    68         587        0
588    44736          0      0        0     92     0         588        0
589    44749          0      0        1     93    80         589        0
590    44973          0      0        0     83     0         590        0
591    44973          1      0        0     71     0         591        0
592    44973          1      0        0     76     0         592        0
593    44986          0      0        0     93     0         593        0
594    44999          0      0        1     83    80         594        0
595    44999          0      0        1     90    80         595        0
596    44999          0      0        1     95    80         596        0
597    44999          1      0        1     51    68         597        0
598    45001          1      0        3     64     0         598        0
599    45002          1      0        3     64   127         599        0
600    45473          0      0        0     83     0         600        0
601    45473          0      0        0     90     0         601        0
602    45473          0      0        0     95     0         602        0
603    45473          1      0        0     51     0         603        0
604    45499          0      0        1     83    80         604        0
605    45499          1      0        1     63    68         605        0
606    45499          1      0        1     66    68         606        0
607    45736          0      0        0     83     0         607        0
