      timestamp  track  channel  event  note  profile_power  sustain
1309     122151      2        0      0    61              0        0
1313     122451      2        0      1    61            132        0
1316     122941      2        0      0    61              0        0
1324     123864      2        0      1    61            132        0
1325     124154      2        0      0    61              0        0
1352     126668      2        0      1    61            132        0
1355     126913      2        0      0    61              0        0
1370     127758      2        0      1    61            132        0
1377     128191      2        0      0    61              0        0
1383     128604      2        0      1    61            132        0
1384     128874      2        0      0    61              0        0
1409     131249      2        0      1    61            132        0
1411     131495      2        0      0    61              0        0
1415     131795      2        0      1    61            132        0
1418     132286      2        0      0    61              0        0
1426     133186      2        0      1    61            132        0
1440     135166      2        0      0    61              0        0
1453     135831      2        0      1    61            132        0
1457     136077      2        0      0    61              0        0
1472     136977      2        0      1    61            132        0
1479     137457      2        0      0    61              0        0
1485     137910      2        0      1    61            132        0
1494     140110      2        0      0    61              0        0
1523     142815      2        0      1    61            132        0
1524     143072      2        0      0    61              0        0
1545     145360      2        0      1    61            132        0
1548     145851      2        0      0    61              0        0
1584     149451      2        0      1    61            132        0
1585     149697      2        0      0    61              0        0
1607     151633      2        0      1    61            132        0
1608     151878      2        0      0    61              0        0
1628     154087      2        0      1    61            132        0
1630     154524      2        0      0    61              0        0
1635     155178      2        0      1    61            132        0
1638     155615      2        0      0    61              0        0
1650     158451      2        0      1    61            134        0
1655     159242      2        0      0    61              0        0
1683     163033      2        0      1    61            134        0
1684     163278      2        0      0    61              0        0
1707     165215      2        0      1    61            134        0
1710     165706      2        0      0    61              0        0
1761     173123      1        0      1    61            138        0
1764     173641      1        0      0    61              0        0
1787     175578      1        0      1    61            133        0
1792     176069      1        0      0    61              0        0
1797     176396      1        0      1    61            138        0
1798     176914      1        0      0    61              0        0
1806     177896      1        0      1    61            135        0
1809     178769      1        0      0    61              0        0
2016     194669      1        0      1    61            144        0
2019     194791      1        0      0    61              0        0
2049     196578      1        0      1    61            138        0
2050     197014      1        0      0    61              0        0
2052     197123      1        0      1    61            144        0
2056     197369      1        0      0    61              0        0
2103     200124      2        0      1    61            134        0
2105     200369      2        0      0    61              0        0
2110     200669      2        0      1    61            134        0
2111     200887      2        0      0    61              0        0
2127     202033      2        0      1    61            134        0
2128     202251      2        0      0    61              0        0
2135     202578      2        0      1    61            134        0
2136     202796      2        0      0    61              0        0
2143     203124      2        0      1    61            134        0
2145     203369      2        0      0    61              0        0
2149     203669      2        0      1    61            134        0
2152     203915      2        0      0    61              0        0
2165     204487      2        0      1    61            134        0
2167     204733      2        0      0    61              0        0
2172     205033      2        0      1    61            134        0
2173     205251      2        0      0    61              0        0
2189     206396      2        0      1    61            134        0
2191     206642      2        0      0    61              0        0
2197     206942      2        0      1    61            134        0
2199     207187      2        0      0    61              0        0
2205     207487      2        0      1    61            134        0
2207     207733      2        0      0    61              0        0
2211     208033      2        0      1    61            144        0
2214     208278      2        0      0    61              0        0
2227     208851      2        0      1    61            134        0
2229     209096      2        0      0    61              0        0
2234     209396      2        0      1    61            134        0
2235     209615      2        0      0    61              0        0
2251     210807      2        0      1    61            134        0
2253     211094      2        0      0    61              0        0
2259     211445      2        0      1    61            134        0
2261     211732      2        0      0    61              0        0
2267     212083      2        0      1    61            134        0
2269     212370      2        0      0    61              0        0
2273     212721      2        0      1    61            144        0
2276     213009      2        0      0    61              0        0
2289     213722      2        0      1    61            134        0
2291     214029      2        0      0    61              0        0
2296     214404      2        0      1    61            134        0
2297     214677      2        0      0    61              0        0
2303     215086      2        0      1    61            134        0
2304     215700      2        0      0    61              0        0
2311     216209      2        0      1    61            134        0
2326     219306      2        0      0    61              0        0
328       34448      1        0      1    63            134        0
329       34509      1        0      0    63              0        0
345       35723      2        0      1    63            131        0
348       36159      2        0      0    63              0        0
353       36814      2        0      1    63            131        0
356       37250      2        0      0    63              0        0
361       37905      2        0      1    63            131        0
364       38341      2        0      0    63              0        0
718       75357      1        0      1    63            134        0
720       75419      1        0      0    63              0        0
735       76632      2        0      1    63            131        0
738       77069      2        0      0    63              0        0
743       77723      2        0      1    63            131        0
746       78160      2        0      0    63              0        0
751       78814      2        0      1    63            131        0
754       79251      2        0      0    63              0        0
786       83723      1        0      1    63            139        0
787       83969      1        0      0    63              0        0
791       84234      1        0      1    63            134        0
796       84296      1        0      0    63              0        0
853       88496      1        0      1    63            139        0
855       88619      1        0      0    63              0        0
860       88905      1        0      1    63            139        0
862       89150      1        0      0    63              0        0
915       92859      1        0      1    63            139        0
917       92982      1        0      0    63              0        0
923       93269      1        0      1    63            139        0
924       93514      1        0      0    63              0        0
977       97223      1        0      1    63            139        0
979       97346      1        0      0    63              0        0
984       97632      1        0      1    63            139        0
986       97878      1        0      0    63              0        0
1275     117814      1        0      1    63            132        0
1276     118332      1        0      0    63              0        0
1281     118905      1        0      1    63            131        0
1282     119423      1        0      0    63              0        0
1287     119996      1        0      1    63            130        0
1288     120514      1        0      0    63              0        0
1614     153357      1        0      1    63            134        0
1616     153419      1        0      0    63              0        0
1631     154633      2        0      1    63            131        0
1634     155069      2        0      0    63              0        0
1652     158723      1        0      1    63            137        0
1656     159242      1        0      0    63              0        0
1665     160387      1        0      1    63            137        0
1668     160927      1        0      0    63              0        0
1719     166306      2        0      1    63            133        0
1722     166742      2        0      0    63              0        0
1733     168760      1        0      1    63            137        0
1742     170014      1        0      0    63              0        0
1759     172578      1        0      1    63            137        0
1760     173069      1        0      0    63              0        0
1774     174214      1        0      1    63            137        0
1776     174705      1        0      0    63              0        0
2021     194805      1        0      1    63            143        0
2023     194928      1        0      0    63              0        0
2025     195146      1        0      1    63            143        0
2030     195269      1        0      0    63              0        0
20         3000      1        0      3    64            127        0
99        10000      1        0      3    64              0        0
30         4086      2        0      1    65            128        1
34         4577      2        0      0    65              0        1
133       13430      2        0      1    65            130        0
137       13921      2        0      0    65              0        0
214       21619      2        0      1    65            130        0
232       23619      2        0      0    65              0        0
323       32995      2        0      1    65            130        0
336       34632      2        0      0    65              0        0
421       44995      2        0      1    65            130        0
425       45486      2        0      0    65              0        0
523       54340      2        0      1    65            130        0
527       54831      2        0      0    65              0        0
604       62528      2        0      1    65            130        0
621       64528      2        0      0    65              0        0
713       73905      2        0      1    65            130        0
727       75541      2        0      0    65              0        0
793       84269      1        0      1    65            133        0
800       84759      1        0      0    65              0        0
856       88632      1        0      1    65            138        0
858       88878      1        0      0    65              0        0
919       92996      1        0      1    65            138        0
920       93241      1        0      0    65              0        0
980       97359      1        0      1    65            138        0
982       97605      1        0      0    65              0        0
1317     122996      2        0      1    65            130        0
1321     123487      2        0      0    65              0        0
1419     132340      2        0      1    65            130        0
1423     132831      2        0      0    65              0        0
1500     140529      2        0      1    65            130        0
1517     142529      2        0      0    65              0        0
1609     151906      2        0      1    65            130        0
1621     153542      2        0      0    65              0        0
1644     157905      1        0      1    65            136        0
1654     158723      1        0      0    65              0        0
1702     164941      1        0      1    65            136        0
1704     165160      1        0      0    65              0        0
1714     166032      1        0      1    65            136        0
1717     166251      1        0      0    65              0        0
1731     168214      1        0      1    65            136        0
1732     168705      1        0      0    65              0        0
1768     173669      1        0      1    65            136        0
1772     174160      1        0      0    65              0        0
1794     176123      1        0      1    65            136        0
1796     176369      1        0      0    65              0        0
1807     177964      1        0      1    65            133        0
1810     178837      1        0      0    65              0        0
2027     195214      1        0      1    65            136        0
2034     195651      1        0      0    65              0        0
2115     200942      2        0      1    65            132        0
2116     201378      2        0      0    65              0        0
2177     205306      2        0      1    65            132        0
2178     205742      2        0      0    65              0        0
2239     209669      2        0      1    65            132        0
2240     210106      2        0      0    65              0        0
2301     214745      2        0      1    65            132        0
2302     215052      2        0      0    65              0        0
39         5276      2        0      1    66            128        1
40         5567      2        0      0    66              0        1
143       14575      1        0      1    66            133        0
144       14845      1        0      0    66              0        0
343       35450      1        0      1    66            133        0
346       35886      1        0      0    66              0        0
430       46186      2        0      1    66            130        0
431       46476      2        0      0    66              0        0
533       55485      1        0      1    66            133        0
534       55755      1        0      0    66              0        0
733       76359      1        0      1    66            133        0
736       76796      1        0      0    66              0        0
1056     103632      1        0      1    66            133        0
1058     103878      1        0      0    66              0        0
1122     107996      1        0      1    66            133        0
1127     108241      1        0      0    66              0        0
1190     112359      1        0      1    66            132        0
1196     112605      1        0      0    66              0        0
1326     124187      2        0      1    66            130        0
1327     124477      2        0      0    66              0        0
1429     133485      1        0      1    66            133        0
1430     133755      1        0      0    66              0        0
1629     154360      1        0      1    66            133        0
1632     154796      1        0      0    66              0        0
1783     175578      1        0      1    66            131        0
1790     176069      1        0      0    66              0        0
1811     178851      1        0      1    66            134        0
1812     179832      1        0      0    66              0        0
2315     216649      1        0      1    66            132        0
2316     217046      1        0      0    66              0        0
12         2450      1        0      1    68            137        0
17         2993      1        0      0    68              0        0
32         4359      1        0      1    68            136        1
41         5598      2        0      0    68              0        1
42         5599      2        0      1    68            132        1
44         5793      1        0      0    68              0        1
54         7212      1        0      1    68            136        1
60         7703      1        0      0    68              0        1
98         9994      2        0      1    68            132        1
113       11793      1        0      0    68              0        0
116       11794      1        0      1    68            137        0
117       11795      2        0      0    68              0        0
136       13703      1        0      1    68            137        0
142       14455      1        0      0    68              0        0
145       14875      1        0      1    68            137        0
146       15445      1        0      0    68              0        0
158       16375      1        0      1    68            137        0
163       16867      1        0      0    68              0        0
201       19333      1        0      1    68            137        0
202       19633      1        0      0    68              0        0
239       24190      2        0      1    68            134        0
247       25618      1        0      0    68              0        0
249       25619      1        0      1    68            137        0
251       25905      2        0      0    68              0        0
255       26177      1        0      1    68            137        0
257       26423      1        0      0    68              0        0
267       27268      1        0      1    68            137        0
268       27513      1        0      0    68              0        0
300       30814      2        0      1    68            134        0
316       32450      2        0      0    68              0        0
330       34509      1        0      1    68            137        0
331       34570      1        0      0    68              0        0
347       35995      1        0      1    68            137        0
350       36486      1        0      0    68              0        0
374       38995      1        0      1    68            137        0
382       40332      1        0      0    68              0        0
383       40359      1        0      1    68            137        0
389       42159      1        0      0    68              0        0
402       43359      1        0      1    68            137        0
408       43902      1        0      0    68              0        0
424       45268      1        0      1    68            137        0
432       46508      2        0      0    68              0        0
433       46509      2        0      1    68            134        0
434       46702      1        0      0    68              0        0
445       48121      1        0      1    68            137        0
452       48612      1        0      0    68              0        0
489       50903      2        0      1    68            134        0
503       52702      1        0      0    68              0        0
504       52703      1        0      1    68            137        0
507       52704      2        0      0    68              0        0
525       54612      1        0      1    68            137        0
531       55365      1        0      0    68              0        0
535       55785      1        0      1    68            137        0
536       56355      1        0      0    68              0        0
547       57285      1        0      1    68            137        0
554       57776      1        0      0    68              0        0
591       60242      1        0      1    68            137        0
592       60542      1        0      0    68              0        0
629       65100      2        0      1    68            134        0
637       66527      1        0      0    68              0        0
638       66528      1        0      1    68            137        0
640       66814      2        0      0    68              0        0
644       67087      1        0      1    68            137        0
646       67332      1        0      0    68              0        0
656       68178      1        0      1    68            137        0
658       68423      1        0      0    68              0        0
690       71723      2        0      1    68            134        0
705       73360      2        0      0    68              0        0
719       75419      1        0      1    68            137        0
722       75480      1        0      0    68              0        0
737       76905      1        0      1    68            137        0
740       77396      1        0      0    68              0        0
763       79905      1        0      1    68            137        0
772       81241      1        0      0    68              0        0
773       81269      1        0      1    68            137        0
777       82086      1        0      0    68              0        0
778       82087      1        0      1    68            140        0
781       83069      1        0      0    68              0        0
803       84814      1        0      1    68            142        0
804       85059      1        0      0    68              0        0
869       89450      1        0      1    68            138        0
873       89969      1        0      0    68              0        0
931       93814      1        0      1    68            138        0
936       94332      1        0      0    68              0        0
992       98178      1        0      1    68            138        0
997       98696      1        0      0    68              0        0
1028     101723      1        0      1    68            141        0
1033     101969      1        0      0    68              0        0
1098     106087      1        0      1    68            141        0
1100     106332      1        0      0    68              0        0
1165     110450      1        0      1    68            141        0
1167     110696      1        0      0    68              0        0
1232     114814      1        0      1    68            139        0
1236     115059      1        0      0    68              0        0
1254     116178      1        0      1    68            138        0
1258     116669      1        0      0    68              0        0
1261     116723      1        0      1    68            136        0
1267     117241      1        0      0    68              0        0
1273     117541      1        0      1    68            135        0
1274     117787      1        0      0    68              0        0
1279     118632      1        0      1    68            135        0
1280     118878      1        0      0    68              0        0
1285     119723      1        0      1    68            133        0
1286     119969      1        0      0    68              0        0
1298     121359      1        0      1    68            137        0
1304     121903      1        0      0    68              0        0
1320     123269      1        0      1    68            137        0
1328     124508      2        0      0    68              0        0
1329     124509      2        0      1    68            134        0
1330     124703      1        0      0    68              0        0
1342     126122      1        0      1    68            137        0
1348     126613      1        0      0    68              0        0
1385     128904      2        0      1    68            134        0
1399     130703      1        0      0    68              0        0
1400     130704      1        0      1    68            137        0
1403     130705      2        0      0    68              0        0
1421     132613      1        0      1    68            137        0
1427     133365      1        0      0    68              0        0
1431     133785      1        0      1    68            137        0
1432     134355      1        0      0    68              0        0
1443     135285      1        0      1    68            137        0
1450     135776      1        0      0    68              0        0
1487     138243      1        0      1    68            137        0
1488     138543      1        0      0    68              0        0
1525     143100      2        0      1    68            134        0
1533     144528      1        0      0    68              0        0
1534     144529      1        0      1    68            137        0
1536     144815      2        0      0    68              0        0
1540     145087      1        0      1    68            137        0
1542     145333      1        0      0    68              0        0
1552     146178      1        0      1    68            137        0
1554     146423      1        0      0    68              0        0
1586     149724      2        0      1    68            134        0
1601     151360      2        0      0    68              0        0
1615     153419      1        0      1    68            137        0
1618     153480      1        0      0    68              0        0
1633     154905      1        0      1    68            137        0
1636     155396      1        0      0    68              0        0
1660     159814      1        0      1    68            140        0
1663     160357      1        0      0    68              0        0
1671     161587      1        0      1    68            140        0
1675     162487      1        0      0    68              0        0
1676     162488      1        0      1    68            140        0
1680     162978      1        0      0    68              0        0
1686     163305      1        0      1    68            146        0
1690     163823      1        0      0    68              0        0
1718     166305      1        0      1    68            146        0
1720     166551      1        0      0    68              0        0
1747     170941      1        0      1    68            140        0
1756     172032      1        0      0    68              0        0
1778     174760      1        0      1    68            140        0
1785     175578      1        0      0    68              0        0
1816     181032      1        0      1    68            134        0
1817     181278      1        0      0    68              0        0
1827     182123      1        0      1    68            138        0
1834     182614      1        0      0    68              0        0
1852     184032      1        0      1    68            146        0
1855     184278      1        0      0    68              0        0
1894     186487      1        0      1    68            140        0
1895     186732      1        0      0    68              0        0
1920     188396      1        0      1    68            140        0
1924     188641      1        0      0    68              0        0
1961     190851      1        0      1    68            140        0
1963     191096      1        0      0    68              0        0
1986     192760      1        0      1    68            146        0
1990     193005      1        0      0    68              0        0
2017     194669      1        0      1    68            146        0
2020     194791      1        0      0    68              0        0
2037     195760      1        0      1    68            140        0
2038     196005      1        0      0    68              0        0
2092     199578      1        0      1    68            140        0
2095     199823      1        0      0    68              0        0
2118     201487      1        0      1    68            135        0
2122     201732      1        0      0    68              0        0
2131     202306      2        0      1    68            136        0
2132     202524      2        0      0    68              0        0
2146     203396      2        0      1    68            136        0
2147     203642      2        0      0    68              0        0
2155     203941      1        0      1    68            140        0
2159     204187      1        0      0    68              0        0
2183     205851      1        0      1    68            135        0
2186     206096      1        0      0    68              0        0
2193     206669      2        0      1    68            136        0
2195     206915      2        0      0    68              0        0
2208     207760      2        0      1    68            136        0
2209     208006      2        0      0    68              0        0
2217     208305      1        0      1    68            140        0
2221     208551      1        0      0    68              0        0
2244     210214      1        0      1    68            135        0
2247     210460      1        0      0    68              0        0
2255     211126      2        0      1    68            136        0
2257     211413      2        0      0    68              0        0
2270     212402      2        0      1    68            136        0
2271     212689      2        0      0    68              0        0
2279     213040      1        0      1    68            140        0
2283     213347      1        0      0    68              0        0
2305     215767      1        0      1    68            134        0
2314     216561      1        0      0    68              0        0
2317     217090      1        0      1    68            137        0
2318     217487      1        0      0    68              0        0
332       34570      1        0      1    70            134        0
335       34632      1        0      0    70              0        0
351       36541      1        0      1    70            134        0
354       37059      1        0      0    70              0        0
721       75480      1        0      1    70            134        0
725       75541      1        0      0    70              0        0
741       77450      1        0      1    70            134        0
744       77969      1        0      0    70              0        0
1055     103632      1        0      1    70            134        0
1060     103878      1        0      0    70              0        0
1125     107996      1        0      1    70            134        0
1126     108241      1        0      0    70              0        0
1192     112359      1        0      1    70            133        0
1195     112605      1        0      0    70              0        0
1262     116723      1        0      1    70            143        0
1265     117241      1        0      0    70              0        0
1617     153480      1        0      1    70            134        0
1620     153542      1        0      0    70              0        0
1637     155451      1        0      1    70            134        0
1639     155969      1        0      0    70              0        0
1658     159269      1        0      1    70            137        0
1659     159760      1        0      0    70              0        0
1706     165214      1        0      1    70            143        0
1708     165460      1        0      0    70              0        0
1721     166578      1        0      1    70            137        0
1730     168187      1        0      0    70              0        0
1743     170396      1        0      1    70            137        0
1744     170641      1        0      0    70              0        0
1813     179941      1        0      1    70            135        0
1814     180923      1        0      0    70              0        0
1851     184032      1        0      1    70            143        0
1854     184278      1        0      0    70              0        0
1919     188396      1        0      1    70            137        0
1923     188641      1        0      0    70              0        0
1989     192760      1        0      1    70            143        0
1992     193005      1        0      0    70              0        0
2121     201487      1        0      1    70            132        0
2124     201732      1        0      0    70              0        0
2139     202851      2        0      1    70            133        0
2141     203096      2        0      0    70              0        0
2182     205851      1        0      1    70            132        0
2185     206096      1        0      0    70              0        0
2201     207215      2        0      1    70            133        0
2203     207460      2        0      0    70              0        0
2243     210214      1        0      1    70            132        0
2246     210460      1        0      0    70              0        0
2263     211764      2        0      1    70            133        0
2265     212051      2        0      0    70              0        0
2307     215767      1        0      1    70            131        0
2313     216561      1        0      0    70              0        0
23         3268      1        0      1    72            135        1
27         3759      1        0      0    72              0        1
127       12612      1        0      1    72            137        0
130       13103      1        0      0    72              0        0
224       22761      1        0      1    72            137        0
226       23276      1        0      0    72              0        0
308       31632      1        0      1    72            137        0
310       32123      1        0      0    72              0        0
415       44177      1        0      1    72            137        0
418       44668      1        0      0    72              0        0
516       53521      1        0      1    72            137        0
520       54012      1        0      0    72              0        0
613       63671      1        0      1    72            137        0
615       64185      1        0      0    72              0        0
697       72541      1        0      1    72            137        0
699       73032      1        0      0    72              0        0
1042     102541      1        0      1    72            141        0
1047     103059      1        0      0    72              0        0
1112     106905      1        0      1    72            141        0
1116     107423      1        0      0    72              0        0
1179     111269      1        0      1    72            141        0
1183     111787      1        0      0    72              0        0
1246     115632      1        0      1    72            138        0
1252     116150      1        0      0    72              0        0
1311     122178      1        0      1    72            137        0
1314     122669      1        0      0    72              0        0
1412     131522      1        0      1    72            137        0
1416     132013      1        0      0    72              0        0
1509     141671      1        0      1    72            137        0
1511     142186      1        0      0    72              0        0
1593     150542      1        0      1    72            137        0
1595     151033      1        0      0    72              0        0
1651     158723      1        0      1    72            140        0
1657     159242      1        0      0    72              0        0
1745     170669      1        0      1    72            140        0
1746     170914      1        0      0    72              0        0
1773     174214      1        0      1    72            140        0
1775     174705      1        0      0    72              0        0
1840     182941      1        0      1    72            140        0
1845     183460      1        0      0    72              0        0
1907     187305      1        0      1    72            140        0
1913     187823      1        0      0    72              0        0
1975     191669      1        0      1    72            140        0
1980     192187      1        0      0    72              0        0
2106     200396      1        0      1    72            140        0
2113     200914      1        0      0    72              0        0
2168     204760      1        0      1    72            140        0
2175     205278      1        0      0    72              0        0
2231     209123      1        0      1    72            140        0
2237     209641      1        0      0    72              0        0
2292     214063      1        0      1    72            140        0
2299     214710      1        0      0    72              0        0
0          1550      1        0      1    73            137        0
1          1811      1        0      0    73              0        0
2          1812      1        0      1    73            137        0
3          1820      1        0      0    73              0        0
5          2150      1        0      1    73            137        0
8          2420      1        0      0    73              0        0
28         3813      1        0      1    73            135        1
31         4304      1        0      0    73              0        1
33         4359      1        0      1    73            135        1
43         5793      1        0      0    73              0        1
45         6244      1        0      1    73            135        1
46         6525      1        0      0    73              0        1
47         6526      1        0      1    73            135        1
48         6535      1        0      0    73              0        1
51         6889      1        0      1    73            135        1
53         7180      1        0      0    73              0        1
63         7757      1        0      1    73            135        1
68         8003      1        0      0    73              0        1
81         8848      1        0      1    73            135        1
87         9094      1        0      0    73              0        1
89         9121      1        0      1    73            135        1
93         9664      1        0      0    73              0        1
101       10294      1        0      1    73            137        0
102       10864      1        0      0    73              0        0
103       10894      1        0      1    73            137        0
104       11155      1        0      0    73              0        0
105       11156      1        0      1    73            137        0
106       11164      1        0      0    73              0        0
109       11494      1        0      1    73            137        0
111       11764      1        0      0    73              0        0
131       13157      1        0      1    73            137        0
134       13648      1        0      0    73              0        0
135       13703      1        0      1    73            137        0
141       14455      1        0      0    73              0        0
147       15475      1        0      1    73            137        0
148       15737      1        0      0    73              0        0
149       15738      1        0      1    73            137        0
150       15745      1        0      0    73              0        0
153       16075      1        0      1    73            137        0
156       16345      1        0      0    73              0        0
168       16921      1        0      1    73            137        0
170       17167      1        0      0    73              0        0
185       18066      1        0      1    73            137        0
190       18336      1        0      0    73              0        0
192       18366      1        0      1    73            137        0
196       18966      1        0      0    73              0        0
203       19666      1        0      1    73            137        0
204       19966      1        0      0    73              0        0
217       21904      1        0      1    73            137        0
218       22161      1        0      0    73              0        0
229       23333      1        0      1    73            137        0
233       23876      1        0      0    73              0        0
241       24476      1        0      1    73            137        0
242       24990      1        0      0    73              0        0
283       28904      1        0      1    73            137        0
284       29150      1        0      0    73              0        0
286       29723      1        0      1    73            137        0
288       29968      1        0      0    73              0        0
313       32177      1        0      1    73            137        0
318       32695      1        0      0    73              0        0
325       33268      1        0      1    73            137        0
326       33759      1        0      0    73              0        0
355       37086      1        0      1    73            137        0
358       37577      1        0      0    73              0        0
371       38934      1        0      1    73            137        0
373       38995      1        0      0    73              0        0
390       42541      1        0      1    73            140        0
391       42778      1        0      0    73              0        0
392       42779      1        0      1    73            140        0
393       42786      1        0      0    73              0        0
396       43086      1        0      1    73            140        0
400       43332      1        0      0    73              0        0
419       44723      1        0      1    73            137        0
422       45213      1        0      0    73              0        0
423       45268      1        0      1    73            137        0
435       46702      1        0      0    73              0        0
436       47153      1        0      1    73            137        0
437       47435      1        0      0    73              0        0
438       47436      1        0      1    73            137        0
439       47444      1        0      0    73              0        0
442       47799      1        0      1    73            137        0
444       48089      1        0      0    73              0        0
455       48667      1        0      1    73            137        0
457       48912      1        0      0    73              0        0
473       49758      1        0      1    73            137        0
477       50003      1        0      0    73              0        0
479       50030      1        0      1    73            137        0
485       50573      1        0      0    73              0        0
491       51203      1        0      1    73            137        0
492       51773      1        0      0    73              0        0
493       51803      1        0      1    73            137        0
494       52065      1        0      0    73              0        0
495       52066      1        0      1    73            137        0
496       52073      1        0      0    73              0        0
499       52403      1        0      1    73            137        0
501       52673      1        0      0    73              0        0
521       54067      1        0      1    73            137        0
524       54558      1        0      0    73              0        0
526       54612      1        0      1    73            137        0
532       55365      1        0      0    73              0        0
537       56385      1        0      1    73            137        0
538       56646      1        0      0    73              0        0
539       56647      1        0      1    73            137        0
540       56655      1        0      0    73              0        0
543       56985      1        0      1    73            137        0
546       57255      1        0      0    73              0        0
556       57830      1        0      1    73            137        0
561       58076      1        0      0    73              0        0
574       58976      1        0      1    73            137        0
579       59246      1        0      0    73              0        0
581       59276      1        0      1    73            137        0
586       59876      1        0      0    73              0        0
593       60576      1        0      1    73            137        0
594       60876      1        0      0    73              0        0
607       62814      1        0      1    73            137        0
608       63071      1        0      0    73              0        0
618       64243      1        0      1    73            137        0
623       64785      1        0      0    73              0        0
631       65385      1        0      1    73            137        0
632       65900      1        0      0    73              0        0
673       69814      1        0      1    73            137        0
674       70059      1        0      0    73              0        0
675       70632      1        0      1    73            137        0
677       70878      1        0      0    73              0        0
702       73087      1        0      1    73            137        0
709       73605      1        0      0    73              0        0
715       74178      1        0      1    73            137        0
716       74669      1        0      0    73              0        0
745       77996      1        0      1    73            137        0
748       78487      1        0      0    73              0        0
760       79844      1        0      1    73            137        0
765       79905      1        0      0    73              0        0
1022     101450      1        0      1    73            141        0
1024     101573      1        0      0    73              0        0
1038     102269      1        0      1    73            141        0
1040     102514      1        0      0    73              0        0
1050     103087      1        0      1    73            141        0
1053     103578      1        0      0    73              0        0
1054     103632      1        0      1    73            137        0
1059     103878      1        0      0    73              0        0
1091     105814      1        0      1    73            141        0
1092     105937      1        0      0    73              0        0
1107     106632      1        0      1    73            141        0
1109     106878      1        0      0    73              0        0
1118     107450      1        0      1    73            141        0
1121     107941      1        0      0    73              0        0
1123     107996      1        0      1    73            137        0
1128     108241      1        0      0    73              0        0
1158     110178      1        0      1    73            141        0
1160     110300      1        0      0    73              0        0
1174     110996      1        0      1    73            141        0
1176     111241      1        0      0    73              0        0
1186     111814      1        0      1    73            141        0
1189     112305      1        0      0    73              0        0
1191     112359      1        0      1    73            136        0
1194     112605      1        0      0    73              0        0
1227     114541      1        0      1    73            139        0
1228     114664      1        0      0    73              0        0
1242     115359      1        0      1    73            139        0
1245     115605      1        0      0    73              0        0
1256     116178      1        0      1    73            138        0
1259     116669      1        0      0    73              0        0
1263     116723      1        0      1    73            136        0
1266     117241      1        0      0    73              0        0
1289     120541      1        0      1    73            135        0
1290     120787      1        0      0    73              0        0
1293     121087      1        0      1    73            138        0
1296     121332      1        0      0    73              0        0
1315     122723      1        0      1    73            137        0
1318     123214      1        0      0    73              0        0
1319     123269      1        0      1    73            137        0
1331     124703      1        0      0    73              0        0
1332     125154      1        0      1    73            137        0
1333     125435      1        0      0    73              0        0
1334     125436      1        0      1    73            137        0
1335     125444      1        0      0    73              0        0
1338     125799      1        0      1    73            137        0
1340     126090      1        0      0    73              0        0
1350     126667      1        0      1    73            137        0
1353     126913      1        0      0    73              0        0
1369     127758      1        0      1    73            137        0
1373     128004      1        0      0    73              0        0
1375     128031      1        0      1    73            137        0
1381     128574      1        0      0    73              0        0
1387     129204      1        0      1    73            137        0
1388     129774      1        0      0    73              0        0
1389     129804      1        0      1    73            137        0
1390     130065      1        0      0    73              0        0
1391     130066      1        0      1    73            137        0
1392     130074      1        0      0    73              0        0
1395     130404      1        0      1    73            137        0
1397     130674      1        0      0    73              0        0
1417     132067      1        0      1    73            137        0
1420     132558      1        0      0    73              0        0
1422     132613      1        0      1    73            137        0
1428     133365      1        0      0    73              0        0
1433     134385      1        0      1    73            137        0
1434     134647      1        0      0    73              0        0
1435     134648      1        0      1    73            137        0
1436     134655      1        0      0    73              0        0
1439     134985      1        0      1    73            137        0
1442     135255      1        0      0    73              0        0
1452     135831      1        0      1    73            137        0
1456     136076      1        0      0    73              0        0
1470     136976      1        0      1    73            137        0
1475     137246      1        0      0    73              0        0
1477     137276      1        0      1    73            137        0
1481     137876      1        0      0    73              0        0
1489     138576      1        0      1    73            137        0
1490     138876      1        0      0    73              0        0
1503     140814      1        0      1    73            137        0
1504     141071      1        0      0    73              0        0
1514     142243      1        0      1    73            137        0
1520     142786      1        0      0    73              0        0
1527     143386      1        0      1    73            137        0
1528     143900      1        0      0    73              0        0
1569     147814      1        0      1    73            137        0
1570     148060      1        0      0    73              0        0
1571     148633      1        0      1    73            137        0
1573     148878      1        0      0    73              0        0
1598     151087      1        0      1    73            137        0
1603     151605      1        0      0    73              0        0
1611     152178      1        0      1    73            137        0
1612     152669      1        0      0    73              0        0
1640     155996      1        0      1    73            136        0
1641     156487      1        0      0    73              0        0
1645     157905      1        0      1    73            140        0
1653     158723      1        0      0    73              0        0
1697     164396      1        0      1    73            140        0
1700     164914      1        0      0    73              0        0
1709     165487      1        0      1    73            140        0
1712     166005      1        0      0    73              0        0
1767     173669      1        0      1    73            140        0
1771     174160      1        0      0    73              0        0
1818     181305      1        0      1    73            136        0
1819     181509      1        0      0    73              0        0
1820     181510      1        0      1    73            146        0
1821     181551      1        0      0    73              0        0
1824     181851      1        0      1    73            138        0
1826     182096      1        0      0    73              0        0
1847     183487      1        0      1    73            140        0
1849     183978      1        0      0    73              0        0
1850     184032      1        0      1    73            146        0
1856     184278      1        0      0    73              0        0
1886     186214      1        0      1    73            140        0
1888     186337      1        0      0    73              0        0
