      timestamp  track  channel  event  note  profile_power    id  sustain
931       68736      0        0      0    78              0   931        1
936       68999      0        0      1    78            138   936        1
945       69948      0        0      0    78              0   945        1
952       70249      0        0      1    78            138   952        1
955       70486      0        0      0    78              0   955        1
982       71999      0        0      1    78            138   982        1
988       72473      0        0      0    78              0   988        1
1000      72999      0        0      1    78            138  1000        1
1003      73473      0        0      0    78              0  1003        1
1025      74499      0        0      1    78            138  1025        1
1029      74736      0        0      0    78              0  1029        1
1071      77749      0        0      1    78            138  1071        1
1074      77986      0        0      0    78              0  1074        1
1086      78999      0        0      1    78            138  1086        1
1087      79236      0        0      0    78              0  1087        1
1117      80499      0        0      1    78            138  1117        1
1119      80736      0        0      0    78              0  1119        1
1195      85999      0        0      1    78            138  1195        1
1199      86236      0        0      0    78              0  1199        1
1260      89749      0        0      1    78            138  1260        1
1263      89986      0        0      0    78              0  1263        1
1304      92999      0        0      1    78            138  1304        1
1308      93473      0        0      0    78              0  1308        1
1310      93499      0        0      1    78            138  1310        1
1313      93736      0        0      0    78              0  1313        1
1318      93999      0        0      1    78            138  1318        1
1321      94236      0        0      0    78              0  1321        1
1326      94499      0        0      1    78            138  1326        1
1333      95448      0        0      0    78              0  1333        1
1343      95749      0        0      1    78            138  1343        1
1347      95986      0        0      0    78              0  1347        1
1456     101249      0        0      1    78            138  1456        1
1459     101486      0        0      0    78              0  1459        1
1488     103249      0        0      1    78            138  1488        1
1491     103486      0        0      0    78              0  1491        1
1506     104499      0        0      1    78            138  1506        1
1509     104736      0        0      0    78              0  1509        1
1514     104999      0        0      1    78            138  1514        1
1523     105711      0        0      0    78              0  1523        1
1524     105749      0        0      1    78            138  1524        1
1527     105986      0        0      0    78              0  1527        1
1529     105999      0        0      1    78            138  1529        1
1533     106236      0        0      0    78              0  1533        1
1570     109249      0        0      1    78            138  1570        1
1573     109486      0        0      0    78              0  1573        1
1594     110999      0        0      1    78            138  1594        1
1598     111473      0        0      0    78              0  1598        1
1716     119999      0        0      1    78            138  1716        1
1727     121423      0        0      0    78              0  1727        1
1768     123333      0        0      1    78            138  1768        1
1771     123490      0        0      0    78              0  1771        1
1832     126333      0        0      1    78            138  1832        1
1835     126490      0        0      0    78              0  1835        1
1914     131499      0        0      1    78            138  1914        1
1917     131736      0        0      0    78              0  1917        1
1922     131999      0        0      1    78            138  1922        1
1933     133423      0        0      0    78              0  1933        1
1993     136249      0        0      1    78            138  1993        1
1997     136486      0        0      0    78              0  1997        1
2006     136749      0        0      1    78            138  2006        1
2009     136986      0        0      0    78              0  2009        1
2104     142499      0        0      1    78            138  2104        1
2109     142973      0        0      0    78              0  2109        1
2124     143749      0        0      1    78            138  2124        1
2127     143986      0        0      0    78              0  2127        1
2144     144999      0        0      1    78            138  2144        1
2148     145473      0        0      0    78              0  2148        1
2286     152749      0        0      1    78            138  2286        1
2289     152986      0        0      0    78              0  2289        1
2466     167999      0        0      1    78            138  2466        1
2473     168948      0        0      0    78              0  2473        1
2476     169249      0        0      1    78            138  2476        1
2479     169486      0        0      0    78              0  2479        1
2505     170999      0        0      1    78            138  2505        1
2509     171473      0        0      0    78              0  2509        1
2519     171999      0        0      1    78            138  2519        1
2523     172473      0        0      0    78              0  2523        1
2551     173999      0        0      1    78            138  2551        1
2559     175423      0        0      0    78              0  2559        1
2609     179249      0        0      1    78            138  2609        1
2610     179486      0        0      0    78              0  2610        1
2672     188749      0        0      1    78            138  2672        1
2675     188986      0        0      0    78              0  2675        1
2698     190499      0        0      1    78            138  2698        1
2703     190973      0        0      0    78              0  2703        1
2712     191499      0        0      1    78            138  2712        1
2715     191973      0        0      0    78              0  2715        1
2778     196249      0        0      1    78            138  2778        1
2781     196486      0        0      0    78              0  2781        1
2796     197499      0        0      1    78            138  2796        1
2799     197736      0        0      0    78              0  2799        1
2824     198999      0        0      1    78            138  2824        1
2827     199236      0        0      0    78              0  2827        1
2832     199499      0        0      1    78            138  2832        1
2841     200448      0        0      0    78              0  2841        1
2848     200749      0        0      1    78            138  2848        1
2851     200986      0        0      0    78              0  2851        1
2878     202499      0        0      1    78            138  2878        1
2884     202973      0        0      0    78              0  2884        1
2896     203499      0        0      1    78            138  2896        1
2899     203973      0        0      0    78              0  2899        1
2921     204999      0        0      1    78            138  2921        1
2925     205236      0        0      0    78              0  2925        1
2965     208249      0        0      1    78            138  2965        1
2968     208486      0        0      0    78              0  2968        1
2980     209499      0        0      1    78            138  2980        1
2981     209736      0        0      0    78              0  2981        1
3011     210999      0        0      1    78            138  3011        1
3013     211236      0        0      0    78              0  3013        1
3089     216499      0        0      1    78            138  3089        1
3093     216736      0        0      0    78              0  3093        1
3154     220249      0        0      1    78            138  3154        1
3157     220486      0        0      0    78              0  3157        1
3198     223499      0        0      1    78            138  3198        1
3202     223973      0        0      0    78              0  3202        1
3204     223999      0        0      1    78            138  3204        1
3207     224236      0        0      0    78              0  3207        1
3212     224499      0        0      1    78            138  3212        1
3215     224736      0        0      0    78              0  3215        1
3220     224999      0        0      1    78            138  3220        1
3227     225948      0        0      0    78              0  3227        1
3237     226249      0        0      1    78            138  3237        1
3241     226486      0        0      0    78              0  3241        1
3350     231749      0        0      1    78            138  3350        1
3353     231986      0        0      0    78              0  3353        1
3374     233749      0        0      1    78            138  3374        1
3377     233986      0        0      0    78              0  3377        1
3404     236749      0        0      1    78            138  3404        1
3407     236986      0        0      0    78              0  3407        1
3447     239749      0        0      1    78            138  3447        1
3453     239986      0        0      0    78              0  3453        1
3471     240999      0        0      1    78            138  3471        1
3473     241236      0        0      0    78              0  3473        1
3503     242499      0        0      1    78            136  3503        0
3507     242736      0        0      0    78              0  3507        0
3592     251211      1        0      1    78            138  3592        1
3612     252819      1        0      0    78              0  3612        1
3655     256056      0        0      1    78            138  3655        1
3657     256335      0        0      0    78              0  3657        1
56         5999      0        0      1    80            145    56        1
60         6236      0        0      0    80              0    60        1
72         7249      0        0      1    80            145    72        1
75         7486      0        0      0    80              0    75        1
104        9499      0        0      1    80            145   104        1
113       10211      0        0      0    80              0   113        1
170       14749      0        0      1    80            145   170        1
173       14986      0        0      0    80              0   173        1
184       15749      0        0      1    80            145   184        1
187       15986      0        0      0    80              0   187        1
214       17999      0        0      1    80            145   214        1
218       18236      0        0      0    80              0   218        1
230       19249      0        0      1    80            145   230        1
233       19486      0        0      0    80              0   233        1
318       26749      0        0      1    80            145   318        1
321       26986      0        0      0    80              0   321        1
336       27749      0        0      1    80            145   336        1
339       27986      0        0      0    80              0   339        1
368       30999      0        0      1    80            145   368        1
371       31236      0        0      0    80              0   371        1
376       31499      0        0      1    80            145   376        1
382       31973      0        0      0    80              0   382        1
432       34499      0        0      1    80            145   432        1
438       34973      0        0      0    80              0   438        1
440       34999      0        0      1    80            145   440        1
446       35473      0        0      0    80              0   446        1
450       35499      0        0      1    80            145   450        1
456       35973      0        0      0    80              0   456        1
460       35999      0        0      1    80            145   460        1
466       36473      0        0      0    80              0   466        1
468       36499      0        0      1    80            145   468        1
471       36736      0        0      0    80              0   471        1
476       36999      0        0      1    80            145   476        1
479       37236      0        0      0    80              0   479        1
534       41249      0        0      1    80            145   534        1
537       41486      0        0      0    80              0   537        1
542       41749      0        0      1    80            145   542        1
545       41986      0        0      0    80              0   545        1
556       42999      0        0      1    80            145   556        1
559       43236      0        0      0    80              0   559        1
568       43565      0        0      1    80            145   568        1
572       43997      0        0      0    80              0   572        1
621       46499      0        0      1    80            145   621        1
625       46973      0        0      0    80              0   625        1
628       46999      0        0      1    80            145   628        1
634       47473      0        0      0    80              0   634        1
638       47499      0        0      1    80            145   638        1
644       47973      0        0      0    80              0   644        1
649       47999      0        0      1    80            145   649        1
653       48236      0        0      0    80              0   653        1
658       48499      0        0      1    80            145   658        1
661       48736      0        0      0    80              0   661        1
712       52249      0        0      1    80            145   712        1
715       52486      0        0      0    80              0   715        1
780       58499      0        0      1    80            145   780        1
785       58736      0        0      0    80              0   785        1
798       59749      0        0      1    80            145   798        1
801       59986      0        0      0    80              0   801        1
832       61999      0        0      1    80            145   832        1
839       62711      0        0      0    80              0   839        1
904       67249      0        0      1    80            145   904        1
907       67486      0        0      0    80              0   907        1
924       68249      0        0      1    80            145   924        1
927       68486      0        0      0    80              0   927        1
956       70499      0        0      1    80            145   956        1
961       70736      0        0      0    80              0   961        1
976       71749      0        0      1    80            145   976        1
980       71986      0        0      0    80              0   980        1
1031      74749      0        0      1    80            145  1031        1
1035      74986      0        0      0    80              0  1035        1
1088      79249      0        0      1    80            145  1088        1
1091      79486      0        0      0    80              0  1091        1
1111      80249      0        0      1    80            145  1111        1
1115      80486      0        0      0    80              0  1115        1
1148      83499      0        0      1    80            145  1148        1
1151      83736      0        0      0    80              0  1151        1
1156      83999      0        0      1    80            145  1156        1
1162      84473      0        0      0    80              0  1162        1
1212      86999      0        0      1    80            145  1212        1
1218      87473      0        0      0    80              0  1218        1
1220      87499      0        0      1    80            145  1220        1
1226      87973      0        0      0    80              0  1226        1
1230      87999      0        0      1    80            145  1230        1
1236      88473      0        0      0    80              0  1236        1
1240      88499      0        0      1    80            145  1240        1
1246      88973      0        0      0    80              0  1246        1
1248      88999      0        0      1    80            145  1248        1
1251      89236      0        0      0    80              0  1251        1
1256      89499      0        0      1    80            145  1256        1
1259      89736      0        0      0    80              0  1259        1
1314      93749      0        0      1    80            145  1314        1
1317      93986      0        0      0    80              0  1317        1
1322      94249      0        0      1    80            145  1322        1
1325      94486      0        0      0    80              0  1325        1
1336      95499      0        0      1    80            145  1336        1
1340      95736      0        0      0    80              0  1340        1
1353      96065      0        0      1    80            145  1353        1
1358      96497      0        0      0    80              0  1358        1
1411      98999      0        0      1    80            145  1411        1
1417      99473      0        0      0    80              0  1417        1
1420      99499      0        0      1    80            145  1420        1
1426      99973      0        0      0    80              0  1426        1
1430      99999      0        0      1    80            145  1430        1
1436     100473      0        0      0    80              0  1436        1
1441     100499      0        0      1    80            145  1441        1
1446     100736      0        0      0    80              0  1446        1
1452     100999      0        0      1    80            145  1452        1
1455     101236      0        0      0    80              0  1455        1
1510     104749      0        0      1    80            145  1510        1
1513     104986      0        0      0    80              0  1513        1
1574     109499      0        0      1    80            145  1574        1
1578     109736      0        0      0    80              0  1578        1
1590     110749      0        0      1    80            145  1590        1
1593     110986      0        0      0    80              0  1593        1
1630     113499      0        0      1    80            145  1630        1
1633     113736      0        0      0    80              0  1633        1
1682     117499      0        0      1    80            145  1682        1
1689     118448      0        0      0    80              0  1689        1
1712     119749      0        0      1    80            145  1712        1
1715     119986      0        0      0    80              0  1715        1
1766     123166      0        0      1    80            145  1766        1
1767     123323      0        0      0    80              0  1767        1
1836     126499      0        0      1    80            145  1836        1
1839     126657      0        0      0    80              0  1839        1
1877     128999      0        0      1    80            145  1877        1
1887     129948      0        0      0    80              0  1887        1
1890     129999      0        0      1    80            145  1890        1
1894     130473      0        0      0    80              0  1894        1
1910     131249      0        0      1    80            145  1910        1
1913     131486      0        0      0    80              0  1913        1
1937     133499      0        0      1    80            145  1937        1
1943     133973      0        0      0    80              0  1943        1
1947     133999      0        0      1    80            145  1947        1
1951     134473      0        0      0    80              0  1951        1
1957     134499      0        0      1    80            145  1957        1
1961     134973      0        0      0    80              0  1961        1
1965     134999      0        0      1    80            145  1965        1
1971     135473      0        0      0    80              0  1971        1
1975     135499      0        0      1    80            145  1975        1
1979     135736      0        0      0    80              0  1979        1
1987     135999      0        0      1    80            145  1987        1
1991     136236      0        0      0    80              0  1991        1
1999     136499      0        0      1    80            145  1999        1
2005     136736      0        0      0    80              0  2005        1
2010     136999      0        0      1    80            145  2010        1
2013     137236      0        0      0    80              0  2013        1
2100     142249      0        0      1    80            145  2100        1
2103     142486      0        0      0    80              0  2103        1
2215     148499      0        0      1    80            145  2215        1
2221     148973      0        0      0    80              0  2221        1
2240     149999      0        0      1    80            145  2240        1
2245     150236      0        0      0    80              0  2245        1
2262     151249      0        0      1    80            145  2262        1
2265     151486      0        0      0    80              0  2265        1
2282     152499      0        0      1    80            145  2282        1
2285     152736      0        0      0    80              0  2285        1
2360     157999      0        0      1    80            145  2360        1
2363     158711      0        0      0    80              0  2363        1
2424     163999      0        0      1    80            145  2424        1
2427     164711      0        0      0    80              0  2427        1
2480     169499      0        0      1    80            145  2480        1
2484     169736      0        0      0    80              0  2484        1
2499     170749      0        0      1    80            145  2499        1
2503     170986      0        0      0    80              0  2503        1
2580     176749      0        0      1    80            145  2580        1
2583     176986      0        0      0    80              0  2583        1
2611     179499      0        0      1    80            145  2611        1
2612     179736      0        0      0    80              0  2612        1
2676     188999      0        0      1    80            145  2676        1
2681     189236      0        0      0    80              0  2681        1
2694     190249      0        0      1    80            145  2694        1
2697     190486      0        0      0    80              0  2697        1
2728     192499      0        0      1    80            145  2728        1
2735     193211      0        0      0    80              0  2735        1
2800     197749      0        0      1    80            145  2800        1
2803     197986      0        0      0    80              0  2803        1
2820     198749      0        0      1    80            145  2820        1
2823     198986      0        0      0    80              0  2823        1
2852     200999      0        0      1    80            145  2852        1
2857     201236      0        0      0    80              0  2857        1
2872     202249      0        0      1    80            145  2872        1
2876     202486      0        0      0    80              0  2876        1
2927     205249      0        0      1    80            145  2927        1
2931     205486      0        0      0    80              0  2931        1
2982     209749      0        0      1    80            145  2982        1
2985     209986      0        0      0    80              0  2985        1
3005     210749      0        0      1    80            145  3005        1
3009     210986      0        0      0    80              0  3009        1
3042     213999      0        0      1    80            145  3042        1
3045     214236      0        0      0    80              0  3045        1
3050     214499      0        0      1    80            145  3050        1
3056     214973      0        0      0    80              0  3056        1
3106     217499      0        0      1    80            145  3106        1
3112     217973      0        0      0    80              0  3112        1
3114     217999      0        0      1    80            145  3114        1
3120     218473      0        0      0    80              0  3120        1
3124     218499      0        0      1    80            145  3124        1
3130     218973      0        0      0    80              0  3130        1
3134     218999      0        0      1    80            145  3134        1
3140     219473      0        0      0    80              0  3140        1
3142     219499      0        0      1    80            145  3142        1
3145     219736      0        0      0    80              0  3145        1
3150     219999      0        0      1    80            145  3150        1
3153     220236      0        0      0    80              0  3153        1
3208     224249      0        0      1    80            145  3208        1
3211     224486      0        0      0    80              0  3211        1
3216     224749      0        0      1    80            145  3216        1
3219     224986      0        0      0    80              0  3219        1
3230     225999      0        0      1    80            145  3230        1
3234     226236      0        0      0    80              0  3234        1
3247     226565      0        0      1    80            145  3247        1
3252     226997      0        0      0    80              0  3252        1
3305     229499      0        0      1    80            145  3305        1
3311     229973      0        0      0    80              0  3311        1
3314     229999      0        0      1    80            145  3314        1
3320     230473      0        0      0    80              0  3320        1
3324     230499      0        0      1    80            145  3324        1
3330     230973      0        0      0    80              0  3330        1
3335     230999      0        0      1    80            145  3335        1
3340     231236      0        0      0    80              0  3340        1
3346     231499      0        0      1    80            145  3346        1
3349     231736      0        0      0    80              0  3349        1
3475     241249      0        0      1    80            145  3475        1
3481     241486      0        0      0    80              0  3481        1
3497     242249      0        0      1    80            146  3497        0
3501     242486      0        0      0    80              0  3501        0
3560     248704      0        0      1    80            145  3560        1
3562     248982      0        0      0    80              0  3562        1
3572     249369      1        0      1    80            145  3572        1
3583     251054      1        0      0    80              0  3583        1
3614     252821      0        0      1    80            145  3614        1
3620     252976      1        0      1    80            145  3620        1
3622     253408      0        0      0    80              0  3622        1
3623     253409      0        0      1    80            145  3623        1
3625     253967      0        0      0    80              0  3625        1
3627     253998      0        0      1    80            145  3627        1
3629     254555      0        0      0    80              0  3629        1
3632     254583      1        0      0    80              0  3632        1
3634     254586      0        0      1    80            145  3634        1
3642     255173      0        0      0    80              0  3642        1
3643     255174      0        0      1    80            145  3643        1
3645     255452      0        0      0    80              0  3645        1
3651     255762      0        0      1    80            145  3651        1
3653     256041      0        0      0    80              0  3653        1
3736     267682      0        0      1    80            145  3736        1
3738     268359      0        0      0    80              0  3738        1
3741     268396      0        0      1    80            145  3741        1
3745     269073      0        0      0    80              0  3745        1
3750     269204      0        0      1    80            146  3750        0
3753     273286      0        0      0    80              0  3753        0
174       14999      0        0      1    81            144   174        1
178       15473      0        0      0    81              0   178        1
180       15499      0        0      1    81            144   180        1
183       15736      0        0      0    81              0   183        1
327       27132      0        0      1    81            144   327        1
329       27497      0        0      0    81              0   329        1
332       27499      0        0      1    81            144   332        1
335       27736      0        0      0    81              0   335        1
372       31249      0        0      1    81            144   372        1
375       31486      0        0      0    81              0   375        1
428       34249      0        0      1    81            144   428        1
431       34486      0        0      0    81              0   431        1
472       36749      0        0      1    81            144   472        1
475       36986      0        0      0    81              0   475        1
560       43249      0        0      1    81            144   560        1
563       43486      0        0      0    81              0   563        1
616       46249      0        0      1    81            144   616        1
619       46486      0        0      0    81              0   619        1
654       48249      0        0      1    81            144   654        1
657       48486      0        0      0    81              0   657        1
914       67632      0        0      1    81            144   914        1
917       67997      0        0      0    81              0   917        1
920       67999      0        0      1    81            144   920        1
923       68236      0        0      0    81              0   923        1
1098      79632      0        0      1    81            144  1098        1
1101      79997      0        0      0    81              0  1101        1
1105      79999      0        0      1    81            144  1105        1
1109      80236      0        0      0    81              0  1109        1
1152      83749      0        0      1    81            144  1152        1
1155      83986      0        0      0    81              0  1155        1
1208      86749      0        0      1    81            144  1208        1
1211      86986      0        0      0    81              0  1211        1
1252      89249      0        0      1    81            144  1252        1
1255      89486      0        0      0    81              0  1255        1
1342      95749      0        0      1    81            144  1342        1
1346      95986      0        0      0    81              0  1346        1
1406      98749      0        0      1    81            144  1406        1
1409      98986      0        0      0    81              0  1409        1
1447     100749      0        0      1    81            144  1447        1
1451     100986      0        0      0    81              0  1451        1
1634     113749      0        0      1    81            144  1634        1
1637     113986      0        0      0    81              0  1637        1
1666     116499      0        0      1    81            144  1666        1
1669     116736      0        0      0    81              0  1669        1
1679     117249      0        0      1    81            144  1679        1
1681     117486      0        0      0    81              0  1681        1
1760     122999      0        0      1    81            144  1760        1
1765     123157      0        0      0    81              0  1765        1
1840     126666      0        0      1    81            144  1840        1
1841     126823      0        0      0    81              0  1841        1
1869     128499      0        0      1    81            144  1869        1
1873     128973      0        0      0    81              0  1873        1
1898     130499      0        0      1    81            144  1898        1
1908     131211      0        0      0    81              0  1908        1
1981     135749      0        0      1    81            144  1981        1
1985     135986      0        0      0    81              0  1985        1
2014     137249      0        0      1    81            144  2014        1
2017     137486      0        0      0    81              0  2017        1
2062     139999      0        0      1    81            144  2062        1
2065     140236      0        0      0    81              0  2065        1
2096     141999      0        0      1    81            144  2096        1
2099     142236      0        0      0    81              0  2099        1
2209     148249      0        0      1    81            144  2209        1
2213     148486      0        0      0    81              0  2213        1
2246     150249      0        0      1    81            144  2246        1
2249     150486      0        0      0    81              0  2249        1
2278     152249      0        0      1    81            144  2278        1
2281     152486      0        0      0    81              0  2281        1
2532     172999      0        0      1    81            144  2532        1
2535     173473      0        0      0    81              0  2535        1
2576     176499      0        0      1    81            144  2576        1
2579     176736      0        0      0    81              0  2579        1
2613     179749      0        0      1    81            144  2613        1
2617     179986      0        0      0    81              0  2617        1
2810     198132      0        0      1    81            144  2810        1
2813     198497      0        0      0    81              0  2813        1
2816     198499      0        0      1    81            144  2816        1
2819     198736      0        0      0    81              0  2819        1
2992     210132      0        0      1    81            144  2992        1
2995     210497      0        0      0    81              0  2995        1
2999     210499      0        0      1    81            144  2999        1
3003     210736      0        0      0    81              0  3003        1
3046     214249      0        0      1    81            144  3046        1
3049     214486      0        0      0    81              0  3049        1
3102     217249      0        0      1    81            144  3102        1
3105     217486      0        0      0    81              0  3105        1
3146     219749      0        0      1    81            144  3146        1
3149     219986      0        0      0    81              0  3149        1
3236     226249      0        0      1    81            144  3236        1
3240     226486      0        0      0    81              0  3240        1
3300     229249      0        0      1    81            144  3300        1
3303     229486      0        0      0    81              0  3303        1
3341     231249      0        0      1    81            144  3341        1
3345     231486      0        0      0    81              0  3345        1
3483     241499      0        0      1    81            144  3483        1
3487     241973      0        0      0    81              0  3487        0
3491     241999      0        0      1    81            145  3491        0
3495     242236      0        0      0    81              0  3495        0
3564     248998      0        0      1    81            144  3564        1
3567     249276      0        0      0    81              0  3567        1
3607     252527      0        0      1    81            144  3607        1
3609     252805      0        0      0    81              0  3609        1
3647     255468      0        0      1    81            144  3647        1
3649     255746      0        0      0    81              0  3649        1
64         6499      0        0      1    83            150    64        1
71         7211      0        0      0    83              0    71        1
82         7999      0        0      1    83            150    82        1
86         8473      0        0      0    83              0    86        1
222       18499      0        0      1    83            150   222        1
229       19211      0        0      0    83              0   229        1
240       19999      0        0      1    83            150   240        1
243       20473      0        0      0    83              0   243        1
377       31499      0        0      1    83            150   377        1
381       31973      0        0      0    83              0   381        1
384       31999      0        0      1    83            150   384        1
390       32473      0        0      0    83              0   390        1
394       32499      0        0      1    83            150   394        1
400       32973      0        0      0    83              0   400        1
404       32999      0        0      1    83            150   404        1
410       33473      0        0      0    83              0   410        1
414       33499      0        0      1    83            150   414        1
418       33736      0        0      0    83              0   418        1
424       33999      0        0      1    83            150   424        1
427       34236      0        0      0    83              0   427        1
569       43632      0        0      1    83            150   569        1
571       43997      0        0      0    83              0   571        1
574       43999      0        0      1    83            150   574        1
580       44473      0        0      0    83              0   580        1
584       44499      0        0      1    83            150   584        1
590       44973      0        0      0    83              0   590        1
594       44999      0        0      1    83            150   594        1
600       45473      0        0      0    83              0   600        1
604       45499      0        0      1    83            150   604        1
607       45736      0        0      0    83              0   607        1
612       45999      0        0      1    83            150   612        1
615       46236      0        0      0    83              0   615        1
790       58999      0        0      1    83            150   790        1
797       59711      0        0      0    83              0   797        1
810       60499      0        0      1    83            150   810        1
813       60973      0        0      0    83              0   813        1
967       70999      0        0      1    83            150   967        1
975       71711      0        0      0    83              0   975        1
993       72499      0        0      1    83            150   993        1
997       72973      0        0      0    83              0   997        1
1036      74999      0        0      1    83            150  1036        1
1048      75948      0        0      0    83              0  1048        1
1157      83999      0        0      1    83            150  1157        1
1161      84473      0        0      0    83              0  1161        1
1164      84499      0        0      1    83            150  1164        1
1170      84973      0        0      0    83              0  1170        1
1174      84999      0        0      1    83            150  1174        1
1180      85473      0        0      0    83              0  1180        1
1184      85499      0        0      1    83            150  1184        1
1190      85973      0        0      0    83              0  1190        1
1194      85999      0        0      1    83            150  1194        1
1198      86236      0        0      0    83              0  1198        1
1204      86499      0        0      1    83            150  1204        1
1207      86736      0        0      0    83              0  1207        1
1354      96132      0        0      1    83            150  1354        1
1357      96497      0        0      0    83              0  1357        1
1360      96499      0        0      1    83            150  1360        1
1367      96973      0        0      0    83              0  1367        1
1372      96999      0        0      1    83            150  1372        1
1378      97473      0        0      0    83              0  1378        1
1384      97499      0        0      1    83            150  1384        1
1390      97973      0        0      0    83              0  1390        1
1394      97999      0        0      1    83            150  1394        1
1397      98236      0        0      0    83              0  1397        1
1402      98499      0        0      1    83            150  1402        1
1405      98736      0        0      0    83              0  1405        1
1582     109999      0        0      1    83            150  1582        1
1589     110711      0        0      0    83              0  1589        1
1625     113249      0        0      1    83            150  1625        1
1629     113486      0        0      0    83              0  1629        1
1638     113999      0        0      1    83            150  1638        1
1649     115423      0        0      0    83              0  1649        1
1662     116249      0        0      1    83            150  1662        1
1665     116486      0        0      0    83              0  1665        1
1674     116999      0        0      1    83            150  1674        1
1678     117236      0        0      0    83              0  1678        1
1756     122833      0        0      1    83            150  1756        1
1759     122990      0        0      0    83              0  1759        1
1842     126833      0        0      1    83            150  1842        1
1845     126990      0        0      0    83              0  1845        1
1876     128999      0        0      1    83            150  1876        1
1886     129948      0        0      0    83              0  1886        1
2018     137499      0        0      1    83            150  2018        1
2021     137736      0        0      0    83              0  2021        1
2026     137999      0        0      1    83            150  2026        1
2031     138236      0        0      0    83              0  2031        1
2058     139749      0        0      1    83            150  2058        1
2061     139986      0        0      0    83              0  2061        1
2066     140249      0        0      1    83            150  2066        1
2069     140486      0        0      0    83              0  2069        1
2092     141749      0        0      1    83            150  2092        1
2095     141986      0        0      0    83              0  2095        1
2153     145499      0        0      1    83            150  2153        1
2159     145973      0        0      0    83              0  2159        1
2163     145999      0        0      1    83            150  2163        1
2167     146473      0        0      0    83              0  2167        1
2173     146499      0        0      1    83            150  2173        1
2177     146973      0        0      0    83              0  2177        1
2181     146999      0        0      1    83            150  2181        1
2187     147473      0        0      0    83              0  2187        1
2191     147499      0        0      1    83            150  2191        1
2195     147736      0        0      0    83              0  2195        1
2203     147999      0        0      1    83            150  2203        1
2207     148236      0        0      0    83              0  2207        1
2236     149749      0        0      1    83            150  2236        1
2239     149986      0        0      0    83              0  2239        1
2250     150499      0        0      1    83            150  2250        1
