      timestamp  track  channel  event  note  midi_percentage    id  sustain
752       55499      1        0      1    52               40   752        1
753       55501      1        0      3    64                0   753        0
754       55502      1        0      3    64              127   754        0
755       55973      1        0      0    52                0   755        1
756       55999      1        0      1    59               40   756        1
757       55999      1        0      1    64               40   757        1
758       56473      1        0      0    59                0   758        1
759       56473      1        0      0    64                0   759        1
760       56499      1        0      1    64               40   760        1
761       56499      1        0      1    68               40   761        1
762       56973      1        0      0    64                0   762        1
763       56973      1        0      0    68                0   763        1
764       56999      1        0      1    52               40   764        1
765       57001      1        0      3    64                0   765        0
766       57002      1        0      3    64              127   766        0
767       57473      1        0      0    52                0   767        1
768       57499      1        0      1    59               40   768        1
769       57499      1        0      1    64               40   769        1
770       57973      1        0      0    59                0   770        1
771       57973      1        0      0    64                0   771        1
772       57999      0        0      1    76               68   772        1
773       57999      1        0      1    64               40   773        1
774       57999      1        0      1    68               40   774        1
775       58236      0        0      0    76                0   775        1
776       58249      0        0      1    78               68   776        1
777       58473      1        0      0    64                0   777        1
778       58473      1        0      0    68                0   778        1
779       58486      0        0      0    78                0   779        1
780       58499      0        0      1    80               68   780        1
781       58499      1        0      1    40               40   781        1
782       58499      1        0      1    52               40   782        1
783       58501      1        0      3    64                0   783        0
784       58502      1        0      3    64              127   784        0
785       58736      0        0      0    80                0   785        1
786       58749      0        0      1    76               68   786        1
787       58973      1        0      0    40                0   787        1
788       58973      1        0      0    52                0   788        1
789       58986      0        0      0    76                0   789        1
790       58999      0        0      1    83               68   790        1
791       58999      1        0      1    59               40   791        1
792       58999      1        0      1    64               40   792        1
793       59473      1        0      0    59                0   793        1
794       59473      1        0      0    64                0   794        1
795       59499      1        0      1    64               40   795        1
796       59499      1        0      1    68               40   796        1
797       59711      0        0      0    83                0   797        1
798       59749      0        0      1    80               68   798        1
799       59973      1        0      0    64                0   799        1
800       59973      1        0      0    68                0   800        1
801       59986      0        0      0    80                0   801        1
802       59999      0        0      1    78               68   802        1
803       59999      1        0      1    39               40   803        1
804       59999      1        0      1    51               40   804        1
805       60001      1        0      3    64                0   805        0
806       60002      1        0      3    64              127   806        0
807       60473      0        0      0    78                0   807        1
808       60473      1        0      0    39                0   808        1
809       60473      1        0      0    51                0   809        1
810       60499      0        0      1    83               68   810        1
811       60499      1        0      1    59               40   811        1
812       60499      1        0      1    63               40   812        1
813       60973      0        0      0    83                0   813        1
814       60973      1        0      0    59                0   814        1
815       60973      1        0      0    63                0   815        1
816       60999      0        0      1    78               68   816        1
817       60999      1        0      1    63               40   817        1
818       60999      1        0      1    66               40   818        1
819       61473      0        0      0    78                0   819        1
820       61473      1        0      0    63                0   820        1
821       61473      1        0      0    66                0   821        1
822       61499      0        0      1    76               68   822        1
823       61499      1        0      1    37               40   823        1
824       61499      1        0      1    49               40   824        1
825       61501      1        0      3    64                0   825        0
826       61502      1        0      3    64              127   826        0
827       61736      0        0      0    76                0   827        1
828       61749      0        0      1    73               68   828        1
829       61973      1        0      0    37                0   829        1
830       61973      1        0      0    49                0   830        1
831       61986      0        0      0    73                0   831        1
832       61999      0        0      1    80               68   832        1
833       61999      1        0      1    61               40   833        1
834       61999      1        0      1    64               40   834        1
835       62473      1        0      0    61                0   835        1
836       62473      1        0      0    64                0   836        1
837       62499      1        0      1    64               40   837        1
838       62499      1        0      1    68               40   838        1
839       62711      0        0      0    80                0   839        1
840       62749      0        0      1    76               68   840        1
841       62973      1        0      0    64                0   841        1
842       62973      1        0      0    68                0   842        1
843       62986      0        0      0    76                0   843        1
844       62999      0        0      1    75               68   844        1
845       62999      1        0      1    44               40   845        1
846       62999      1        0      1    56               40   846        1
847       63001      1        0      3    64                0   847        0
848       63002      1        0      3    64              127   848        0
849       63473      1        0      0    44                0   849        1
850       63473      1        0      0    56                0   850        1
851       63499      1        0      1    59               40   851        1
852       63499      1        0      1    63               40   852        1
853       63948      0        0      0    75                0   853        1
854       63973      1        0      0    59                0   854        1
855       63973      1        0      0    63                0   855        1
856       63999      0        0      1    76               68   856        1
857       63999      1        0      1    63               40   857        1
858       63999      1        0      1    68               40   858        1
859       64236      0        0      0    76                0   859        1
860       64249      0        0      1    75               68   860        1
861       64473      1        0      0    63                0   861        1
862       64473      1        0      0    68                0   862        1
863       64486      0        0      0    75                0   863        1
864       64499      0        0      1    73               68   864        1
865       64499      1        0      1    45               40   865        1
866       64499      1        0      1    57               40   866        1
867       64501      1        0      3    64                0   867        0
868       64502      1        0      3    64              127   868        0
869       64973      0        0      0    73                0   869        1
870       64973      1        0      0    45                0   870        1
871       64973      1        0      0    57                0   871        1
872       64999      0        0      1    75               68   872        1
873       64999      1        0      1    57               40   873        1
874       64999      1        0      1    61               40   874        1
875       65473      0        0      0    75                0   875        1
876       65473      1        0      0    57                0   876        1
877       65473      1        0      0    61                0   877        1
878       65499      0        0      1    76               68   878        1
879       65499      1        0      1    61               40   879        1
880       65499      1        0      1    64               40   880        1
881       65736      0        0      0    76                0   881        1
882       65749      0        0      1    78               68   882        1
883       65973      1        0      0    61                0   883        1
884       65973      1        0      0    64                0   884        1
885       65986      0        0      0    78                0   885        1
886       65999      0        0      1    71               68   886        1
887       65999      1        0      1    44               40   887        1
888       65999      1        0      1    56               40   888        1
889       66001      1        0      3    64                0   889        0
890       66002      1        0      3    64              127   890        0
891       66473      0        0      0    71                0   891        1
892       66473      1        0      0    44                0   892        1
893       66473      1        0      0    56                0   893        1
894       66499      0        0      1    76               68   894        1
895       66499      1        0      1    59               40   895        1
896       66499      1        0      1    64               40   896        1
897       66973      0        0      0    76                0   897        1
898       66973      1        0      0    59                0   898        1
899       66973      1        0      0    64                0   899        1
900       66999      0        0      1    78               68   900        1
901       66999      1        0      1    64               40   901        1
902       66999      1        0      1    68               40   902        1
903       67236      0        0      0    78                0   903        1
904       67249      0        0      1    80               68   904        1
905       67473      1        0      0    64                0   905        1
906       67473      1        0      0    68                0   906        1
907       67486      0        0      0    80                0   907        1
908       67499      0        0      1    73               68   908        1
909       67499      1        0      1    42               40   909        1
910       67499      1        0      1    54               40   910        1
911       67501      1        0      3    64                0   911        0
912       67502      1        0      3    64              127   912        0
913       67565      0        0      1    76               68   913        1
914       67632      0        0      1    81               68   914        1
915       67973      1        0      0    42                0   915        1
916       67973      1        0      0    54                0   916        1
917       67997      0        0      0    81                0   917        1
918       67997      0        0      0    76                0   918        1
919       67998      0        0      0    73                0   919        1
920       67999      0        0      1    81               68   920        1
921       67999      1        0      1    57               40   921        1
922       67999      1        0      1    61               40   922        1
923       68236      0        0      0    81                0   923        1
924       68249      0        0      1    80               68   924        1
925       68473      1        0      0    57                0   925        1
926       68473      1        0      0    61                0   926        1
927       68486      0        0      0    80                0   927        1
928       68499      0        0      1    78               68   928        1
929       68499      1        0      1    61               40   929        1
930       68499      1        0      1    64               40   930        1
931       68736      0        0      0    78                0   931        1
932       68749      0        0      1    76               68   932        1
933       68973      1        0      0    61                0   933        1
934       68973      1        0      0    64                0   934        1
935       68986      0        0      0    76                0   935        1
936       68999      0        0      1    78               68   936        1
937       68999      1        0      1    35               40   937        1
938       68999      1        0      1    47               40   938        1
939       69001      1        0      3    64                0   939        0
940       69002      1        0      3    64              127   940        0
941       69473      1        0      0    35                0   941        1
942       69473      1        0      0    47                0   942        1
943       69499      1        0      1    59               40   943        1
944       69499      1        0      1    63               40   944        1
945       69948      0        0      0    78                0   945        1
946       69973      1        0      0    59                0   946        1
947       69973      1        0      0    63                0   947        1
948       69999      0        0      1    76               68   948        1
949       69999      1        0      1    63               40   949        1
950       69999      1        0      1    66               40   950        1
951       70236      0        0      0    76                0   951        1
952       70249      0        0      1    78               68   952        1
953       70473      1        0      0    63                0   953        1
954       70473      1        0      0    66                0   954        1
955       70486      0        0      0    78                0   955        1
956       70499      0        0      1    80               68   956        1
957       70499      1        0      1    40               40   957        1
958       70499      1        0      1    52               40   958        1
959       70501      1        0      3    64                0   959        0
960       70502      1        0      3    64              127   960        0
961       70736      0        0      0    80                0   961        1
962       70749      0        0      1    76               68   962        1
963       70973      1        0      0    40                0   963        1
964       70973      1        0      0    52                0   964        1
965       70986      0        0      0    76                0   965        1
966       70999      0        0      1    88               68   966        1
967       70999      0        0      1    83               68   967        1
968       70999      1        0      1    56               40   968        1
969       70999      1        0      1    59               40   969        1
970       71473      1        0      0    56                0   970        1
971       71473      1        0      0    59                0   971        1
972       71499      1        0      1    59               40   972        1
973       71499      1        0      1    64               40   973        1
974       71711      0        0      0    88                0   974        1
975       71711      0        0      0    83                0   975        1
976       71749      0        0      1    80               68   976        1
977       71749      0        0      1    76               68   977        1
978       71973      1        0      0    59                0   978        1
979       71973      1        0      0    64                0   979        1
980       71986      0        0      0    80                0   980        1
981       71986      0        0      0    76                0   981        1
982       71999      0        0      1    78               68   982        1
983       71999      0        0      1    75               68   983        1
984       71999      1        0      1    47               40   984        1
985       71999      1        0      1    59               40   985        1
986       72001      1        0      3    64                0   986        0
987       72002      1        0      3    64              127   987        0
988       72473      0        0      0    78                0   988        1
989       72473      0        0      0    75                0   989        1
990       72473      1        0      0    47                0   990        1
991       72473      1        0      0    59                0   991        1
992       72499      0        0      1    87               68   992        1
993       72499      0        0      1    83               68   993        1
994       72499      1        0      1    63               40   994        1
995       72499      1        0      1    66               40   995        1
996       72973      0        0      0    87                0   996        1
997       72973      0        0      0    83                0   997        1
998       72973      1        0      0    63                0   998        1
999       72973      1        0      0    66                0   999        1
1000      72999      0        0      1    78               68  1000        1
1001      72999      1        0      1    66               40  1001        1
1002      72999      1        0      1    71               40  1002        1
1003      73473      0        0      0    78                0  1003        1
1004      73473      1        0      0    66                0  1004        1
1005      73473      1        0      0    71                0  1005        1
1006      73499      0        0      1    76               68  1006        1
1007      73499      1        0      1    49               40  1007        1
1008      73499      1        0      1    61               40  1008        1
1009      73501      1        0      3    64                0  1009        0
1010      73502      1        0      3    64              127  1010        0
1011      73736      0        0      0    76                0  1011        1
1012      73749      0        0      1    73               68  1012        1
1013      73973      1        0      0    49                0  1013        1
1014      73973      1        0      0    61                0  1014        1
1015      73986      0        0      0    73                0  1015        1
1016      73999      0        0      1    85               68  1016        1
1017      73999      0        0      1    73               68  1017        1
1018      73999      1        0      1    64               40  1018        1
1019      73999      1        0      1    68               40  1019        1
1020      74473      0        0      0    85                0  1020        1
1021      74473      0        0      0    73                0  1021        1
1022      74473      1        0      0    64                0  1022        1
1023      74473      1        0      0    68                0  1023        1
1024      74499      0        0      1    87               68  1024        1
1025      74499      0        0      1    78               68  1025        1
1026      74499      1        0      1    68               40  1026        1
1027      74499      1        0      1    73               40  1027        1
1028      74736      0        0      0    87                0  1028        1
1029      74736      0        0      0    78                0  1029        1
1030      74749      0        0      1    88               68  1030        1
1031      74749      0        0      1    80               68  1031        1
1032      74973      1        0      0    68                0  1032        1
1033      74973      1        0      0    73                0  1033        1
1034      74986      0        0      0    88                0  1034        1
1035      74986      0        0      0    80                0  1035        1
1036      74999      0        0      1    83               68  1036        1
1037      74999      0        0      1    71               68  1037        1
1038      74999      1        0      1    44               40  1038        1
1039      74999      1        0      1    56               40  1039        1
1040      75001      1        0      3    64                0  1040        0
1041      75001      1        0      3    64                0  1041        0
1042      75002      1        0      3    64              127  1042        0
1043      75002      1        0      3    64              127  1043        0
1044      75473      1        0      0    44                0  1044        1
1045      75473      1        0      0    56                0  1045        1
1046      75499      1        0      1    63               40  1046        1
1047      75499      1        0      1    68               40  1047        1
1048      75948      0        0      0    83                0  1048        1
1049      75948      0        0      0    71                0  1049        1
1050      75999      0        0      1    71               68  1050        1
1051      76448      1        0      0    63                0  1051        1
1052      76448      1        0      0    68                0  1052        1
1053      76473      0        0      0    71                0  1053        1
1054      76499      0        0      1    73               68  1054        1
1055      76499      1        0      1    64               40  1055        1
1056      76499      1        0      1    57               40  1056        1
1057      76501      1        0      3    64                0  1057        0
1058      76502      1        0      3    64              127  1058        0
1059      76973      0        0      0    73                0  1059        1
1060      76973      1        0      0    64                0  1060        1
1061      76973      1        0      0    57                0  1061        1
1062      76999      0        0      1    75               68  1062        1
1063      76999      1        0      1    66               40  1063        1
1064      76999      1        0      1    61               40  1064        1
1065      77473      0        0      0    75                0  1065        1
1066      77473      1        0      0    66                0  1066        1
1067      77499      0        0      1    76               68  1067        1
1068      77499      1        0      1    68               40  1068        1
1069      77736      0        0      0    76                0  1069        1
1070      77736      1        0      0    68                0  1070        1
1071      77749      0        0      1    78               68  1071        1
1072      77749      1        0      1    69               40  1072        1
1073      77948      1        0      0    61                0  1073        1
1074      77986      0        0      0    78                0  1074        1
1075      77986      1        0      0    69                0  1075        1
1076      77999      0        0      1    71               68  1076        1
1077      77999      1        0      1    56               40  1077        1
1078      78001      1        0      3    64                0  1078        0
1079      78002      1        0      3    64              127  1079        0
1080      78473      0        0      0    71                0  1080        1
1081      78473      1        0      0    56                0  1081        1
1082      78499      0        0      1    76               68  1082        1
1083      78499      1        0      1    64               40  1083        1
1084      78499      1        0      1    68               40  1084        1
1085      78973      0        0      0    76                0  1085        1
1086      78999      0        0      1    78               68  1086        1
1087      79236      0        0      0    78                0  1087        1
1088      79249      0        0      1    80               68  1088        1
1089      79448      1        0      0    64                0  1089        1
1090      79448      1        0      0    68                0  1090        1
1091      79486      0        0      0    80                0  1091        1
1092      79499      0        0      1    69               68  1092        1
1093      79499      0        0      1    73               68  1093        1
1094      79499      1        0      1    54               40  1094        1
1095      79501      1        0      3    64                0  1095        0
1096      79502      1        0      3    64              127  1096        0
1097      79565      0        0      1    76               68  1097        1
1098      79632      0        0      1    81               68  1098        1
1099      79973      0        0      0    69                0  1099        1
1100      79973      1        0      0    54                0  1100        1
1101      79997      0        0      0    81                0  1101        1
1102      79997      0        0      0    76                0  1102        1
1103      79998      0        0      0    73                0  1103        1
1104      79999      0        0      1    69               68  1104        1
1105      79999      0        0      1    81               68  1105        1
1106      79999      1        0      1    61               40  1106        1
1107      79999      1        0      1    66               40  1107        1
1108      80236      0        0      0    69                0  1108        1
1109      80236      0        0      0    81                0  1109        1
1110      80249      0        0      1    71               68  1110        1
1111      80249      0        0      1    80               68  1111        1
1112      80473      1        0      0    61                0  1112        1
1113      80473      1        0      0    66                0  1113        1
1114      80486      0        0      0    71                0  1114        1
1115      80486      0        0      0    80                0  1115        1
1116      80499      0        0      1    69               68  1116        1
1117      80499      0        0      1    78               68  1117        1
1118      80499      1        0      1    47               40  1118        1
1119      80736      0        0      0    78                0  1119        1
1120      80749      0        0      1    76               68  1120        1
1121      80973      0        0      0    69                0  1121        1
1122      80973      1        0      0    47                0  1122        1
1123      80986      0        0      0    76                0  1123        1
1124      80999      0        0      1    76               68  1124        1
1125      80999      0        0      1    68               68  1125        1
1126      80999      1        0      1    52               40  1126        1
1127      81001      1        0      3    64                0  1127        0
1128      81002      1        0      3    64              127  1128        0
1129      81473      1        0      0    52                0  1129        1
1130      81499      1        0      1    59               40  1130        1
1131      81499      1        0      1    64               40  1131        1
1132      81973      1        0      0    59                0  1132        1
1133      81973      1        0      0    64                0  1133        1
1134      81999      1        0      1    64               40  1134        1
1135      81999      1        0      1    68               40  1135        1
1136      82423      0        0      0    76                0  1136        1
1137      82423      0        0      0    68                0  1137        1
1138      82473      1        0      0    64                0  1138        1
1139      82473      1        0      0    68                0  1139        1
1140      82499      1        0      1    52               40  1140        1
1141      82501      1        0      3    64                0  1141        0
1142      82502      1        0      3    64              127  1142        0
1143      82973      1        0      0    52                0  1143        1
1144      82999      1        0      1    59               40  1144        1
1145      82999      1        0      1    64               40  1145        1
1146      83473      1        0      0    59                0  1146        1
1147      83473      1        0      0    64                0  1147        1
1148      83499      0        0      1    80               68  1148        1
1149      83499      1        0      1    64               40  1149        1
1150      83499      1        0      1    68               40  1150        1
1151      83736      0        0      0    80                0  1151        1
1152      83749      0        0      1    81               68  1152        1
1153      83973      1        0      0    64                0  1153        1
1154      83973      1        0      0    68                0  1154        1
1155      83986      0        0      0    81                0  1155        1
1156      83999      0        0      1    80               68  1156        1
1157      83999      0        0      1    83               68  1157        1
1158      83999      1        0      1    52               40  1158        1
1159      84001      1        0      3    64                0  1159        0
1160      84002      1        0      3    64              127  1160        0
1161      84473      0        0      0    83                0  1161        1
1162      84473      0        0      0    80                0  1162        1
1163      84473      1        0      0    52                0  1163        1
1164      84499      0        0      1    83               68  1164        1
1165      84499      0        0      1    92               68  1165        1
1166      84499      1        0      1    59               40  1166        1
1167      84499      1        0      1    64               40  1167        1
1168      84736      0        0      0    92                0  1168        1
1169      84749      0        0      1    90               68  1169        1
1170      84973      0        0      0    83                0  1170        1
1171      84973      1        0      0    59                0  1171        1
1172      84973      1        0      0    64                0  1172        1
1173      84986      0        0      0    90                0  1173        1
1174      84999      0        0      1    83               68  1174        1
1175      84999      0        0      1    92               68  1175        1
1176      84999      1        0      1    64               40  1176        1
1177      84999      1        0      1    68               40  1177        1
1178      85236      0        0      0    92                0  1178        1
1179      85249      0        0      1    93               68  1179        1
1180      85473      0        0      0    83                0  1180        1
1181      85473      1        0      0    64                0  1181        1
1182      85473      1        0      0    68                0  1182        1
1183      85486      0        0      0    93                0  1183        1
1184      85499      0        0      1    83               68  1184        1
1185      85499      0        0      1    90               68  1185        1
1186      85499      0        0      1    95               68  1186        1
1187      85499      1        0      1    51               40  1187        1
1188      85501      1        0      3    64                0  1188        0
1189      85502      1        0      3    64              127  1189        0
1190      85973      0        0      0    83                0  1190        1
1191      85973      0        0      0    90                0  1191        1
1192      85973      0        0      0    95                0  1192        1
1193      85973      1        0      0    51                0  1193        1
1194      85999      0        0      1    83               68  1194        1
1195      85999      0        0      1    78               68  1195        1
1196      85999      1        0      1    59               40  1196        1
1197      85999      1        0      1    63               40  1197        1
1198      86236      0        0      0    83                0  1198        1
1199      86236      0        0      0    78                0  1199        1
1200      86249      0        0      1    85               68  1200        1
1201      86473      1        0      0    59                0  1201        1
1202      86473      1        0      0    63                0  1202        1
1203      86486      0        0      0    85                0  1203        1
1204      86499      0        0      1    83               68  1204        1
1205      86499      1        0      1    63               40  1205        1
1206      86499      1        0      1    66               40  1206        1
1207      86736      0        0      0    83                0  1207        1
1208      86749      0        0      1    81               68  1208        1
1209      86973      1        0      0    63                0  1209        1
1210      86973      1        0      0    66                0  1210        1
1211      86986      0        0      0    81                0  1211        1
1212      86999      0        0      1    80               68  1212        1
1213      86999      0        0      1    80               68  1213        1
1214      86999      1        0      1    49               40  1214        1
1215      87001      1        0      3    64                0  1215        0
1216      87002      1        0      3    64              127  1216        0
1217      87473      0        0      0    80                0  1217        1
1218      87473      0        0      0    80                0  1218        1
1219      87473      1        0      0    49                0  1219        1
1220      87499      0        0      1    80               68  1220        1
1221      87499      0        0      1    88               68  1221        1
1222      87499      1        0      1    61               40  1222        1
1223      87499      1        0      1    64               40  1223        1
1224      87736      0        0      0    88                0  1224        1
1225      87749      0        0      1    87               68  1225        1
1226      87973      0        0      0    80                0  1226        1
1227      87973      1        0      0    61                0  1227        1
1228      87973      1        0      0    64                0  1228        1
1229      87986      0        0      0    87                0  1229        1
1230      87999      0        0      1    80               68  1230        1
1231      87999      0        0      1    88               68  1231        1
1232      87999      1        0      1    68               40  1232        1
1233      87999      1        0      1    73               40  1233        1
1234      88236      0        0      0    88                0  1234        1
1235      88249      0        0      1    90               68  1235        1
1236      88473      0        0      0    80                0  1236        1
1237      88473      1        0      0    68                0  1237        1
1238      88473      1        0      0    73                0  1238        1
1239      88486      0        0      0    90                0  1239        1
1240      88499      0        0      1    80               68  1240        1
1241      88499      0        0      1    92               68  1241        1
1242      88499      1        0      1    56               40  1242        1
1243      88501      1        0      3    64                0  1243        0
1244      88502      1        0      3    64              127  1244        0
1245      88973      0        0      0    92                0  1245        1
1246      88973      0        0      0    80                0  1246        1
1247      88973      1        0      0    56                0  1247        1
1248      88999      0        0      1    80               68  1248        1
1249      88999      1        0      1    63               40  1249        1
1250      88999      1        0      1    68               40  1250        1
1251      89236      0        0      0    80                0  1251        1
1252      89249      0        0      1    81               68  1252        1
1253      89473      1        0      0    63                0  1253        1
1254      89473      1        0      0    68                0  1254        1
1255      89486      0        0      0    81                0  1255        1
1256      89499      0        0      1    80               68  1256        1
1257      89499      1        0      1    68               40  1257        1
1258      89499      1        0      1    71               40  1258        1
1259      89736      0        0      0    80                0  1259        1
1260      89749      0        0      1    78               68  1260        1
1261      89973      1        0      0    68                0  1261        1
1262      89973      1        0      0    71                0  1262        1
1263      89986      0        0      0    78                0  1263        1
1264      89999      0        0      1    76               68  1264        1
1265      89999      1        0      1    57               40  1265        1
1266      90001      1        0      3    64                0  1266        0
1267      90002      1        0      3    64              127  1267        0
1268      90473      0        0      0    76                0  1268        1
1269      90473      1        0      0    57                0  1269        1
1270      90499      0        0      1    76               68  1270        1
1271      90499      1        0      1    64               40  1271        1
1272      90499      1        0      1    69               40  1272        1
1273      90973      0        0      0    76                0  1273        1
1274      90973      1        0      0    64                0  1274        1
1275      90973      1        0      0    69                0  1275        1
1276      90999      0        0      1    76               68  1276        1
1277      90999      1        0      1    69               40  1277        1
1278      90999      1        0      1    73               40  1278        1
1279      91236      0        0      0    76                0  1279        1
1280      91249      0        0      1    75               68  1280        1
1281      91473      1        0      0    69                0  1281        1
1282      91473      1        0      0    73                0  1282        1
1283      91486      0        0      0    75                0  1283        1
1284      91499      0        0      1    73               68  1284        1
1285      91499      1        0      1    56               40  1285        1
1286      91501      1        0      3    64                0  1286        0
1287      91502      1        0      3    64              127  1287        0
1288      91973      0        0      0    73                0  1288        1
1289      91973      1        0      0    56                0  1289        1
1290      91999      0        0      1    75               68  1290        1
1291      91999      1        0      1    64               40  1291        1
1292      91999      1        0      1    68               40  1292        1
1293      92473      0        0      0    75                0  1293        1
1294      92473      1        0      0    64                0  1294        1
1295      92473      1        0      0    68                0  1295        1
1296      92499      0        0      1    75               68  1296        1
1297      92499      1        0      1    68               40  1297        1
1298      92499      1        0      1    71               40  1298        1
1299      92736      0        0      0    75                0  1299        1
1300      92749      0        0      1    76               68  1300        1
1301      92973      1        0      0    68                0  1301        1
1302      92973      1        0      0    71                0  1302        1
1303      92986      0        0      0    76                0  1303        1
1304      92999      0        0      1    78               68  1304        1
1305      92999      1        0      1    54               40  1305        1
1306      93001      1        0      3    64                0  1306        0
1307      93002      1        0      3    64              127  1307        0
1308      93473      0        0      0    78                0  1308        1
1309      93473      1        0      0    54                0  1309        1
1310      93499      0        0      1    78               68  1310        1
1311      93499      1        0      1    66               40  1311        1
1312      93499      1        0      1    69               40  1312        1
1313      93736      0        0      0    78                0  1313        1
1314      93749      0        0      1    80               68  1314        1
1315      93973      1        0      0    66                0  1315        1
1316      93973      1        0      0    69                0  1316        1
1317      93986      0        0      0    80                0  1317        1
1318      93999      0        0      1    78               68  1318        1
1319      93999      1        0      1    69               40  1319        1
1320      93999      1        0      1    73               40  1320        1
1321      94236      0        0      0    78                0  1321        1
1322      94249      0        0      1    80               68  1322        1
1323      94473      1        0      0    69                0  1323        1
1324      94473      1        0      0    73                0  1324        1
1325      94486      0        0      0    80                0  1325        1
1326      94499      0        0      1    78               68  1326        1
1327      94499      1        0      1    59               40  1327        1
1328      94501      1        0      3    64                0  1328        0
1329      94502      1        0      3    64              127  1329        0
1330      94973      1        0      0    59                0  1330        1
1331      94999      1        0      1    63               40  1331        1
1332      94999      1        0      1    66               40  1332        1
1333      95448      0        0      0    78                0  1333        1
1334      95473      1        0      0    63                0  1334        1
1335      95473      1        0      0    66                0  1335        1
1336      95499      0        0      1    80               68  1336        1
