9249,0,0,1,73,80
9473,1,0,0,49,64
9486,0,0,0,73,64
9499,0,0,1,80,80
9499,1,0,1,56,68
9499,1,0,1,61,68
9499,1,0,1,64,68
9973,1,0,0,56,64
9973,1,0,0,61,64
9973,1,0,0,64,64
9999,1,0,1,64,68
9999,1,0,1,68,68
10211,0,0,0,80,64
10249,0,0,1,76,80
10473,1,0,0,64,64
10473,1,0,0,68,64
10486,0,0,0,76,64
10499,0,0,1,75,80
10499,1,0,1,56,68
10502,1,0,3,64,127
10973,1,0,0,56,64
10999,1,0,1,63,68
10999,1,0,1,68,68
11448,0,0,0,75,64
11473,1,0,0,63,64
11473,1,0,0,68,64
11499,0,0,1,75,80
11499,1,0,1,68,68
11499,1,0,1,71,68
11973,0,0,0,75,64
11973,1,0,0,68,64
11973,1,0,0,71,64
11999,0,0,1,73,80
11999,1,0,1,57,68
12002,1,0,3,64,127
12473,0,0,0,73,64
12473,1,0,0,57,64
12499,0,0,1,75,80
12499,1,0,1,64,68
12499,1,0,1,69,68
12973,0,0,0,75,64
12973,1,0,0,64,64
12973,1,0,0,69,64
12999,0,0,1,76,80
12999,1,0,1,69,68
12999,1,0,1,73,68
13236,0,0,0,76,64
13249,0,0,1,78,80
13473,1,0,0,69,64
13473,1,0,0,73,64
13486,0,0,0,78,64
13499,0,0,1,71,80
13499,1,0,1,56,68
13502,1,0,3,64,127
13973,0,0,0,71,64
13973,1,0,0,56,64
13999,0,0,1,76,80
13999,1,0,1,64,68
13999,1,0,1,68,68
14473,0,0,0,76,64
14473,1,0,0,64,64
14473,1,0,0,68,64
14499,0,0,1,78,80
14499,1,0,1,68,68
14499,1,0,1,71,68
14736,0,0,0,78,64
14749,0,0,1,80,80
14973,1,0,0,68,64
14973,1,0,0,71,64
14986,0,0,0,80,64
14999,0,0,1,81,80
14999,1,0,1,54,68
15002,1,0,3,64,127
15473,0,0,0,81,64
15473,1,0,0,54,64
15499,0,0,1,81,80
15499,1,0,1,66,68
15499,1,0,1,69,68
15736,0,0,0,81,64
15749,0,0,1,80,80
15973,1,0,0,66,64
15973,1,0,0,69,64
15986,0,0,0,80,64
15999,0,0,1,78,80
15999,1,0,1,69,68
15999,1,0,1,73,68
16236,0,0,0,78,64
16249,0,0,1,76,80
16473,1,0,0,69,64
16473,1,0,0,73,64
16486,0,0,0,76,64
16499,0,0,1,78,80
16499,1,0,1,59,68
16502,1,0,3,64,127
16973,1,0,0,59,64
16999,1,0,1,63,68
16999,1,0,1,66,68
17448,0,0,0,78,64
17473,1,0,0,63,64
17473,1,0,0,66,64
17499,0,0,1,76,80
17499,1,0,1,66,68
17499,1,0,1,71,68
17736,0,0,0,76,64
17749,0,0,1,78,80
17973,1,0,0,66,64
17973,1,0,0,71,64
17986,0,0,0,78,64
17999,0,0,1,80,80
17999,1,0,1,52,68
18002,1,0,3,64,127
18236,0,0,0,80,64
18249,0,0,1,76,80
18473,1,0,0,52,64
18486,0,0,0,76,64
18499,0,0,1,83,80
18499,1,0,1,59,68
18499,1,0,1,64,68
18973,1,0,0,59,64
18973,1,0,0,64,64
18999,1,0,1,64,68
18999,1,0,1,68,68
19211,0,0,0,83,64
19249,0,0,1,80,80
19473,1,0,0,64,64
19473,1,0,0,68,64
19486,0,0,0,80,64
19499,0,0,1,78,80
19499,1,0,1,59,68
19502,1,0,3,64,127
19973,0,0,0,78,64
19973,1,0,0,59,64
19999,0,0,1,83,80
19999,1,0,1,63,68
19999,1,0,1,66,68
20473,0,0,0,83,64
20473,1,0,0,63,64
20473,1,0,0,66,64
20499,0,0,1,78,80
20499,1,0,1,66,68
20499,1,0,1,71,68
20973,0,0,0,78,64
20973,1,0,0,66,64
20973,1,0,0,71,64
20999,0,0,1,76,80
20999,1,0,1,61,68
21002,1,0,3,64,127
21236,0,0,0,76,64
21249,0,0,1,73,80
21473,1,0,0,61,64
21486,0,0,0,73,64
21499,0,0,1,73,80
21499,1,0,1,64,68
21499,1,0,1,68,68
21973,0,0,0,73,64
21973,1,0,0,64,64
21973,1,0,0,68,64
21999,0,0,1,75,80
21999,1,0,1,68,68
21999,1,0,1,73,68
22236,0,0,0,75,64
22249,0,0,1,76,80
22473,1,0,0,68,64
22473,1,0,0,73,64
22486,0,0,0,76,64
22499,0,0,1,71,80
22499,1,0,1,56,68
22502,1,0,3,64,127
22973,1,0,0,56,64
22999,1,0,1,59,68
22999,1,0,1,63,68
23473,1,0,0,59,64
23473,1,0,0,63,64
23499,1,0,1,63,68
23499,1,0,1,68,68
23686,0,0,0,71,64
23749,0,0,1,71,80
23973,1,0,0,63,64
23973,1,0,0,68,64
23986,0,0,0,71,64
23999,0,0,1,73,80
23999,1,0,1,57,68
24002,1,0,3,64,127
24473,0,0,0,73,64
24473,1,0,0,57,64
24499,0,0,1,75,80
24499,1,0,1,64,68
24499,1,0,1,69,68
24973,0,0,0,75,64
24999,0,0,1,76,80
25236,0,0,0,76,64
25249,0,0,1,78,80
25448,1,0,0,64,64
25448,1,0,0,69,64
25486,0,0,0,78,64
25499,0,0,1,71,80
25499,1,0,1,56,68
25502,1,0,3,64,127
25973,0,0,0,71,64
25973,1,0,0,56,64
25999,0,0,1,76,80
25999,1,0,1,64,68
25999,1,0,1,68,68
26473,0,0,0,76,64
26499,0,0,1,78,80
26736,0,0,0,78,64
26749,0,0,1,80,80
26948,1,0,0,64,64
26948,1,0,0,68,64
26986,0,0,0,80,64
26999,0,0,1,73,80
26999,1,0,1,54,68
27002,1,0,3,64,127
27065,0,0,1,76,80
27132,0,0,1,81,80
27473,1,0,0,54,64
27497,0,0,0,81,64
27497,0,0,0,76,64
27498,0,0,0,73,64
27499,0,0,1,81,80
27499,1,0,1,61,68
27499,1,0,1,66,68
27736,0,0,0,81,64
27749,0,0,1,80,80
27973,1,0,0,61,64
27973,1,0,0,66,64
27986,0,0,0,80,64
27999,0,0,1,78,80
27999,1,0,1,47,68
28236,0,0,0,78,64
28249,0,0,1,76,80
28473,1,0,0,47,64
28486,0,0,0,76,64
28499,0,0,1,76,80
28499,1,0,1,52,68
28502,1,0,3,64,127
28973,1,0,0,52,64
28999,1,0,1,59,68
28999,1,0,1,64,68
29473,1,0,0,59,64
29473,1,0,0,64,64
29499,1,0,1,64,68
29499,1,0,1,68,68
29923,0,0,0,76,64
29973,1,0,0,64,64
29973,1,0,0,68,64
29999,1,0,1,52,68
30002,1,0,3,64,127
30473,1,0,0,52,64
30499,1,0,1,59,68
30499,1,0,1,64,68
30973,1,0,0,59,64
30973,1,0,0,64,64
30999,0,0,1,80,80
30999,1,0,1,64,68
30999,1,0,1,68,68
31236,0,0,0,80,64
31249,0,0,1,81,80
31473,1,0,0,64,64
31473,1,0,0,68,64
31486,0,0,0,81,64
31499,0,0,1,80,80
31499,0,0,1,83,80
31499,1,0,1,52,68
31502,1,0,3,64,127
31973,0,0,0,83,64
31973,0,0,0,80,64
31973,1,0,0,52,64
31999,0,0,1,83,80
31999,0,0,1,92,80
31999,1,0,1,59,68
31999,1,0,1,64,68
32236,0,0,0,92,64
32249,0,0,1,90,80
32473,0,0,0,83,64
32473,1,0,0,59,64
32473,1,0,0,64,64
32486,0,0,0,90,64
32499,0,0,1,83,80
32499,0,0,1,92,80
32499,1,0,1,64,68
32499,1,0,1,68,68
32736,0,0,0,92,64
32749,0,0,1,93,80
32973,0,0,0,83,64
32973,1,0,0,64,64
32973,1,0,0,68,64
32986,0,0,0,93,64
32999,0,0,1,83,80
32999,0,0,1,90,80
32999,0,0,1,95,80
32999,1,0,1,51,68
33002,1,0,3,64,127
33473,0,0,0,83,64
33473,0,0,0,90,64
33473,0,0,0,95,64
33473,1,0,0,51,64
33499,0,0,1,83,80
33499,0,0,1,78,80
33499,1,0,1,59,68
33499,1,0,1,63,68
33736,0,0,0,83,64
33736,0,0,0,78,64
33749,0,0,1,85,80
33973,1,0,0,59,64
33973,1,0,0,63,64
33986,0,0,0,85,64
33999,0,0,1,83,80
33999,1,0,1,63,68
33999,1,0,1,66,68
34236,0,0,0,83,64
34249,0,0,1,81,80
34473,1,0,0,63,64
34473,1,0,0,66,64
34486,0,0,0,81,64
34499,0,0,1,80,80
34499,1,0,1,49,68
34499,0,0,0,80,0
34500,0,0,1,80,80
34502,1,0,3,64,127
34973,1,0,0,49,64
34973,0,0,0,80,64
34999,0,0,1,88,80
34999,1,0,1,61,68
34999,1,0,1,64,68
34999,0,0,1,80,80
35236,0,0,0,88,64
35249,0,0,1,87,80
35473,1,0,0,61,64
35473,1,0,0,64,64
35473,0,0,0,80,64
35486,0,0,0,87,64
35499,0,0,1,88,80
35499,1,0,1,68,68
35499,1,0,1,73,68
35499,0,0,1,80,80
35736,0,0,0,88,64
35749,0,0,1,90,80
35973,1,0,0,68,64
35973,1,0,0,73,64
35973,0,0,0,80,64
35986,0,0,0,90,64
35999,0,0,1,92,80
35999,1,0,1,56,68
35999,0,0,1,80,80
36002,1,0,3,64,127
36473,0,0,0,80,64
36473,1,0,0,56,64
36473,0,0,0,92,64
36499,1,0,1,63,68
36499,1,0,1,68,68
36499,0,0,1,80,80
36736,0,0,0,80,64
36749,0,0,1,81,80
36973,1,0,0,68,64
36973,1,0,0,63,64
36986,0,0,0,81,64
36999,1,0,1,68,68
36999,1,0,1,71,68
36999,0,0,1,80,80
37236,0,0,0,80,64
37249,0,0,1,78,80
37473,1,0,0,71,64
37473,1,0,0,68,64
37486,0,0,0,78,64
37499,1,0,1,57,68
37499,0,0,1,76,80
37502,1,0,3,64,127
37973,1,0,0,57,64
37973,0,0,0,76,64
37999,1,0,1,64,68
37999,1,0,1,69,68
37999,0,0,1,76,80
38473,1,0,0,64,64
38473,1,0,0,69,64
38473,0,0,0,76,64
38499,1,0,1,69,68
38499,1,0,1,73,68
38499,0,0,1,76,80
38736,0,0,0,76,64
38749,0,0,1,75,80
38973,1,0,0,73,64
38973,1,0,0,69,64
38986,0,0,0,75,64
38999,1,0,1,56,68
38999,0,0,1,73,80
39002,1,0,3,64,127
39473,1,0,0,56,64
39473,0,0,0,73,64
39499,1,0,1,64,68
39499,1,0,1,68,68
39499,0,0,1,75,80
39973,1,0,0,64,64
39973,1,0,0,68,64
39973,0,0,0,75,64
39999,1,0,1,68,68
39999,1,0,1,71,68
39999,0,0,1,75,80
40236,0,0,0,75,64
40249,0,0,1,76,80
40473,1,0,0,71,64
40473,1,0,0,68,64
40486,0,0,0,76,64
40499,1,0,1,54,68
40499,0,0,1,78,80
40502,1,0,3,64,127
40973,1,0,0,54,64
40973,0,0,0,78,64
40999,1,0,1,66,68
40999,1,0,1,69,68
40999,0,0,1,78,80
41236,0,0,0,78,64
41249,0,0,1,80,80
41473,1,0,0,69,64
41473,1,0,0,66,64
41486,0,0,0,80,64
41499,1,0,1,69,68
41499,1,0,1,73,68
41499,0,0,1,78,80
41736,0,0,0,78,64
41749,0,0,1,80,80
41973,1,0,0,73,64
41973,1,0,0,69,64
41986,0,0,0,80,64
41999,1,0,1,59,68
41999,0,0,1,78,80
42002,1,0,3,64,127
42473,1,0,0,59,64
42499,1,0,1,66,68
42499,1,0,1,63,68
42948,0,0,0,78,64
42973,1,0,0,66,64
42973,1,0,0,63,64
42999,1,0,1,66,68
42999,1,0,1,71,68
42999,0,0,1,80,80
43236,0,0,0,80,64
43249,0,0,1,81,80
43473,1,0,0,71,64
43473,1,0,0,66,64
43486,0,0,0,81,64
43499,1,0,1,52,68
43499,0,0,1,76,80
43502,1,0,3,64,127
43565,0,0,1,80,80
43632,0,0,1,83,80
43973,1,0,0,52,64
43997,0,0,0,80,64
43997,0,0,0,83,64
43998,0,0,0,76,64
43999,0,0,1,92,80
43999,1,0,1,64,68
43999,1,0,1,68,68
43999,0,0,1,83,80
44236,0,0,0,92,64
44249,0,0,1,90,80
44473,1,0,0,64,64
44473,1,0,0,68,64
44473,0,0,0,83,64
44486,0,0,0,90,64
44499,0,0,1,92,80
44499,1,0,1,71,68
44499,1,0,1,76,68
44499,0,0,1,83,80
44736,0,0,0,92,64
44749,0,0,1,93,80
44973,1,0,0,71,64
44973,1,0,0,76,64
44973,0,0,0,83,64
44986,0,0,0,93,64
44999,0,0,1,90,80
44999,0,0,1,95,80
44999,1,0,1,51,68
44999,0,0,1,83,80
45002,1,0,3,64,127
45473,0,0,0,90,64
45473,0,0,0,95,64
45473,1,0,0,51,64
45473,0,0,0,83,64
45499,1,0,1,63,68
45499,1,0,1,66,68
45499,0,0,1,83,80
45736,0,0,0,83,64
45749,0,0,1,85,80
45973,1,0,0,66,64
45973,1,0,0,63,64
45986,0,0,0,85,64
45999,1,0,1,71,68
45999,1,0,1,75,68
45999,0,0,1,83,80
46236,0,0,0,83,64
46249,0,0,1,81,80
46473,1,0,0,75,64
46473,1,0,0,71,64
46486,0,0,0,81,64
46499,0,0,1,80,80
46499,1,0,1,49,68
46499,0,0,1,76,80
46502,1,0,3,64,127
46973,0,0,0,76,64
46973,1,0,0,49,64
46973,0,0,0,80,64
46999,0,0,1,88,80
46999,1,0,1,61,68
46999,1,0,1,64,68
46999,0,0,1,80,80
47236,0,0,0,88,64
47249,0,0,1,87,80
47473,1,0,0,61,64
47473,1,0,0,64,64
47473,0,0,0,80,64
47486,0,0,0,87,64
47499,0,0,1,88,80
47499,1,0,1,64,68
47499,1,0,1,68,68
47499,0,0,1,80,80
47736,0,0,0,88,64
47749,0,0,1,90,80
47973,1,0,0,64,64
47973,1,0,0,68,64
47973,0,0,0,80,64
47986,0,0,0,90,64
47999,0,0,1,80,80
47999,1,0,1,56,68
47999,0,0,1,92,80
48002,1,0,3,64,127
48236,0,0,0,80,64
48249,0,0,1,81,80
48473,1,0,0,56,64
48473,0,0,0,92,64
48486,0,0,0,81,64
48499,1,0,1,63,68
48499,1,0,1,68,68
48499,0,0,1,80,80
48736,0,0,0,80,64
48749,0,0,1,78,80
48973,1,0,0,68,64
48973,1,0,0,63,64
48986,0,0,0,78,64
48999,1,0,1,68,68
48999,1,0,1,71,68
48999,0,0,1,76,80
49236,0,0,0,76,64
49249,0,0,1,75,80
49473,1,0,0,71,64
49473,1,0,0,68,64
49486,0,0,0,75,64
49499,1,0,1,57,68
49499,0,0,1,73,80
49502,1,0,3,64,127
49973,1,0,0,57,64
49973,0,0,0,73,64
49999,1,0,1,61,68
49999,1,0,1,64,68
49999,0,0,1,73,80
50236,0,0,0,73,64
50249,0,0,1,75,80
50473,1,0,0,64,64
50473,1,0,0,61,64
50486,0,0,0,75,64
50499,1,0,1,64,68
50499,1,0,1,69,68
50499,0,0,1,76,80
50736,0,0,0,76,64
50749,0,0,1,78,80
50973,1,0,0,69,64
50973,1,0,0,64,64
50986,0,0,0,78,64
50999,1,0,1,56,68
50999,0,0,1,71,80
51002,1,0,3,64,127
51473,1,0,0,56,64
51473,0,0,0,71,64
51499,1,0,1,64,68
51499,1,0,1,68,68
51499,0,0,1,76,80
51973,1,0,0,64,64
51973,1,0,0,68,64
51973,0,0,0,76,64
51999,1,0,1,68,68
51999,1,0,1,71,68
51999,0,0,1,78,80
52236,0,0,0,78,64
52249,0,0,1,80,80
52473,1,0,0,71,64
52473,1,0,0,68,64
52486,0,0,0,80,64
52499,1,0,1,54,68
52499,0,0,1,78,80
52502,1,0,3,64,127
52973,1,0,0,54,64
52999,1,0,1,64,68
52999,1,0,1,61,68
53211,0,0,0,78,64
53249,0,0,1,78,80
53473,1,0,0,64,64
53473,1,0,0,61,64
53486,0,0,0,78,64
53499,0,0,1,69,80
53499,1,0,1,59,68
53499,1,0,1,66,68
53499,0,0,1,78,80
53736,0,0,0,69,64
53736,0,0,0,78,64
53749,0,0,1,76,80
53973,1,0,0,66,64
53973,1,0,0,59,64
53986,0,0,0,76,64
53999,1,0,1,52,68
53999,0,0,1,76,80
54002,1,0,3,64,127
54473,1,0,0,52,64
54499,1,0,1,64,68
54499,1,0,1,59,68
54973,1,0,0,64,64
54973,1,0,0,59,64
54999,1,0,1,68,68
54999,1,0,1,64,68
55423,0,0,0,76,64
55473,1,0,0,68,64
55473,1,0,0,64,64
55499,1,0,1,52,68
55502,1,0,3,64,127
55973,1,0,0,52,64
55999,1,0,1,64,68
55999,1,0,1,59,68
56473,1,0,0,64,64
56473,1,0,0,59,64
56499,1,0,1,68,68
56499,1,0,1,64,68
56973,1,0,0,68,64
56973,1,0,0,64,64
56999,1,0,1,52,68
57002,1,0,3,64,127
57473,1,0,0,52,64
57499,1,0,1,64,68
57499,1,0,1,59,68
57973,1,0,0,64,64
57973,1,0,0,59,64
57999,1,0,1,64,68
57999,1,0,1,68,68
57999,0,0,1,76,80
58236,0,0,0,76,64
58249,0,0,1,78,80
58473,1,0,0,68,64
58473,1,0,0,64,64
58486,0,0,0,78,64
58499,1,0,1,40,68
58499,1,0,1,52,68
58499,0,0,1,80,80
58502,1,0,3,64,127
58736,0,0,0,80,64
58749,0,0,1,76,80
58973,1,0,0,52,64
58973,1,0,0,40,64
58986,0,0,0,76,64
58999,1,0,1,59,68
58999,1,0,1,64,68
58999,0,0,1,83,80
59473,1,0,0,64,64
59473,1,0,0,59,64
59499,1,0,1,68,68
59499,1,0,1,64,68
59711,0,0,0,83,64
59749,0,0,1,80,80
59973,1,0,0,68,64
59973,1,0,0,64,64
59986,0,0,0,80,64
59999,1,0,1,39,68
59999,1,0,1,51,68
59999,0,0,1,78,80
60002,1,0,3,64,127
60473,1,0,0,39,64
60473,1,0,0,51,64
60473,0,0,0,78,64
60499,1,0,1,59,68
60499,1,0,1,63,68
60499,0,0,1,83,80
60973,1,0,0,59,64
60973,1,0,0,63,64
60973,0,0,0,83,64
60999,1,0,1,63,68
60999,1,0,1,66,68
60999,0,0,1,78,80
61473,1,0,0,63,64
61473,1,0,0,66,64
61473,0,0,0,78,64
61499,1,0,1,37,68
61499,1,0,1,49,68
61499,0,0,1,76,80
61502,1,0,3,64,127
61736,0,0,0,76,64
61749,0,0,1,73,80
61973,1,0,0,49,64
61973,1,0,0,37,64
61986,0,0,0,73,64
61999,1,0,1,61,68
61999,1,0,1,64,68
61999,0,0,1,80,80
62473,1,0,0,64,64
62473,1,0,0,61,64
62499,1,0,1,68,68
62499,1,0,1,64,68
62711,0,0,0,80,64
62749,0,0,1,76,80
62973,1,0,0,68,64
62973,1,0,0,64,64
62986,0,0,0,76,64
62999,1,0,1,44,68
62999,1,0,1,56,68
62999,0,0,1,75,80
63002,1,0,3,64,127
63473,1,0,0,56,64
63473,1,0,0,44,64
63499,1,0,1,63,68
63499,1,0,1,59,68
63948,0,0,0,75,64
63973,1,0,0,63,64
63973,1,0,0,59,64
63999,1,0,1,63,68
63999,1,0,1,68,68
63999,0,0,1,76,80
64236,0,0,0,76,64
64249,0,0,1,75,80
64473,1,0,0,68,64
64473,1,0,0,63,64
64486,0,0,0,75,64
64499,1,0,1,45,68
64499,1,0,1,57,68
64499,0,0,1,73,80
64502,1,0,3,64,127
64973,1,0,0,45,64
64973,1,0,0,57,64
64973,0,0,0,73,64
64999,1,0,1,57,68
64999,1,0,1,61,68
64999,0,0,1,75,80
65473,1,0,0,57,64
65473,1,0,0,61,64
65473,0,0,0,75,64
65499,1,0,1,61,68
65499,1,0,1,64,68
65499,0,0,1,76,80
65736,0,0,0,76,64
65749,0,0,1,78,80
65973,1,0,0,64,64
65973,1,0,0,61,64
65986,0,0,0,78,64
65999,1,0,1,44,68
65999,1,0,1,56,68
65999,0,0,1,71,80
66002,1,0,3,64,127
66473,1,0,0,44,64
66473,1,0,0,56,64
66473,0,0,0,71,64
66499,1,0,1,59,68
66499,1,0,1,64,68
66499,0,0,1,76,80
66973,1,0,0,59,64
66973,1,0,0,64,64
66973,0,0,0,76,64
66999,1,0,1,64,68
66999,1,0,1,68,68
66999,0,0,1,78,80
67236,0,0,0,78,64
67249,0,0,1,80,80
67473,1,0,0,68,64
67473,1,0,0,64,64
67486,0,0,0,80,64
67499,1,0,1,42,68
67499,1,0,1,54,68
67499,0,0,1,73,80
67502,1,0,3,64,127
67565,0,0,1,76,80
67632,0,0,1,81,80
67973,1,0,0,54,64
67973,1,0,0,42,64
67997,0,0,0,76,64
67997,0,0,0,81,64
67998,0,0,0,73,64
67999,1,0,1,57,68
67999,1,0,1,61,68
67999,0,0,1,81,80
68236,0,0,0,81,64
68249,0,0,1,80,80
68473,1,0,0,61,64
68473,1,0,0,57,64
68486,0,0,0,80,64
68499,1,0,1,61,68
68499,1,0,1,64,68
68499,0,0,1,78,80
68736,0,0,0,78,64
68749,0,0,1,76,80
68973,1,0,0,64,64
68973,1,0,0,61,64
68986,0,0,0,76,64
68999,1,0,1,35,68
68999,1,0,1,47,68
68999,0,0,1,78,80
69002,1,0,3,64,127
69473,1,0,0,47,64
69473,1,0,0,35,64
69499,1,0,1,63,68
69499,1,0,1,59,68
69948,0,0,0,78,64
69973,1,0,0,63,64
69973,1,0,0,59,64
69999,1,0,1,63,68
69999,1,0,1,66,68
69999,0,0,1,76,80
70236,0,0,0,76,64
70249,0,0,1,78,80
70473,1,0,0,66,64
70473,1,0,0,63,64
70486,0,0,0,78,64
70499,1,0,1,40,68
70499,1,0,1,52,68
70499,0,0,1,80,80
70502,1,0,3,64,127
70736,0,0,0,80,64
70749,0,0,1,76,80
70973,1,0,0,52,64
70973,1,0,0,40,64
70986,0,0,0,76,64
70999,0,0,1,83,80
70999,1,0,1,56,68
70999,1,0,1,59,68
70999,0,0,1,88,80
71473,1,0,0,59,64
71473,1,0,0,56,64
71499,1,0,1,64,68
71499,1,0,1,59,68
71711,0,0,0,83,64
71711,0,0,0,88,64
71749,0,0,1,76,80
71749,0,0,1,80,80
71973,1,0,0,64,64
71973,1,0,0,59,64
71986,0,0,0,76,64
71986,0,0,0,80,64
71999,0,0,1,75,80
71999,1,0,1,47,68
71999,1,0,1,59,68
71999,0,0,1,78,80
72002,1,0,3,64,127
72473,0,0,0,75,64
72473,1,0,0,47,64
72473,1,0,0,59,64
72473,0,0,0,78,64
72499,0,0,1,83,80
72499,1,0,1,63,68
72499,1,0,1,66,68
72499,0,0,1,87,80
72973,0,0,0,83,64
72973,1,0,0,63,64
72973,1,0,0,66,64
72973,0,0,0,87,64
72999,1,0,1,66,68
72999,1,0,1,71,68
72999,0,0,1,78,80
73473,1,0,0,66,64
73473,1,0,0,71,64
73473,0,0,0,78,64
73499,1,0,1,49,68
73499,1,0,1,61,68
73499,0,0,1,76,80
73502,1,0,3,64,127
73736,0,0,0,76,64
73749,0,0,1,73,80
73973,1,0,0,61,64
73973,1,0,0,49,64
73986,0,0,0,73,64
73999,0,0,1,73,80
73999,1,0,1,64,68
73999,1,0,1,68,68
73999,0,0,1,85,80
74473,0,0,0,73,64
74473,1,0,0,64,64
74473,1,0,0,68,64
74473,0,0,0,85,64
74499,0,0,1,78,80
74499,1,0,1,68,68
74499,1,0,1,73,68
74499,0,0,1,87,80
74736,0,0,0,78,64
74736,0,0,0,87,64
74749,0,0,1,80,80
74749,0,0,1,88,80
74973,1,0,0,73,64
74973,1,0,0,68,64
74986,0,0,0,80,64
74986,0,0,0,88,64
74999,0,0,1,71,80
74999,1,0,1,44,68
74999,1,0,1,56,68
74999,0,0,1,83,80
75002,1,0,3,64,127
75002,1,0,3,64,127
75473,1,0,0,56,64
75473,1,0,0,44,64
75499,1,0,1,68,68
75499,1,0,1,63,68
75948,0,0,0,71,64
75948,0,0,0,83,64
75999,0,0,1,71,80
76448,1,0,0,68,64
76448,1,0,0,63,64
76473,0,0,0,71,64
76499,1,0,1,64,68
76499,1,0,1,57,68
76499,0,0,1,73,80
76501,1,0,3,64,0
76502,1,0,3,64,127
76973,1,0,0,57,64
76973,0,0,0,73,64
76999,1,0,1,66,68
76999,1,0,1,61,68
76999,0,0,1,75,80
77473,1,0,0,66,64
77473,0,0,0,75,64
77499,1,0,1,68,68
77499,0,0,1,76,80
77736,1,0,0,68,64
77736,0,0,0,76,64
77749,1,0,1,69,68
77749,0,0,1,78,80
77948,1,0,0,61,64
77986,1,0,0,69,64
77986,0,0,0,78,64
77999,1,0,1,56,68
77999,0,0,1,71,80
78002,1,0,3,64,127
78473,1,0,0,56,64
78473,0,0,0,71,64
78499,1,0,1,64,68
78499,1,0,1,68,68
78499,0,0,1,76,80
78973,0,0,0,76,64
78999,0,0,1,78,80
79236,0,0,0,78,64
79249,0,0,1,80,80
79448,1,0,0,68,64
79448,1,0,0,64,64
79486,0,0,0,80,64
79499,0,0,1,73,80
79499,1,0,1,54,68
79499,0,0,1,69,80
79502,1,0,3,64,127
79565,0,0,1,76,80
79632,0,0,1,81,80
79973,1,0,0,54,64
79973,0,0,0,69,64
79997,0,0,0,76,64
79997,0,0,0,81,64
79998,0,0,0,73,64
79999,0,0,1,81,80
79999,1,0,1,61,68
79999,1,0,1,66,68
79999,0,0,1,69,80
80236,0,0,0,81,64
80236,0,0,0,69,64
80249,0,0,1,80,80
80249,0,0,1,71,80
80473,1,0,0,66,64
80473,1,0,0,61,64
80486,0,0,0,80,64
80486,0,0,0,71,64
80499,0,0,1,78,80
80499,1,0,1,47,68
80499,0,0,1,69,80
80736,0,0,0,78,64
80749,0,0,1,76,80
80973,1,0,0,47,64
80973,0,0,0,69,64
80986,0,0,0,76,64
80999,0,0,1,68,80
80999,1,0,1,52,68
80999,0,0,1,76,80
81002,1,0,3,64,127
81473,1,0,0,52,64
81499,1,0,1,64,68
81499,1,0,1,59,68
81973,1,0,0,64,64
