timestamp,track,channel,event,note,midi_value
8548,1,0,0,84,64
8576,1,0,1,77,57
8576,1,0,1,85,57
8736,2,0,0,56,64
8821,1,0,0,85,64
8821,1,0,0,77,64
8848,1,0,1,73,57
8848,2,0,1,61,49
8848,1,0,1,80,57
9052,1,0,0,80,0
9053,1,0,1,80,80
9094,1,0,0,80,64
9094,1,0,0,73,64
9121,1,0,1,82,57
9121,1,0,1,73,57
9281,2,0,0,61,64
9394,2,0,1,54,49
9664,2,0,0,54,64
9664,1,0,0,73,64
9664,1,0,0,82,64
9694,2,0,1,61,49
9694,1,0,1,80,57
9964,2,0,0,61,64
9994,2,0,1,68,49
10000,1,0,3,64,0
10234,1,0,0,80,64
10294,1,0,1,73,57
10864,1,0,0,73,64
10894,1,0,1,73,57
11155,1,0,0,73,0
11156,1,0,1,73,57
11164,1,0,0,73,64
11194,1,0,1,75,57
11464,1,0,0,75,64
11494,1,0,1,73,57
11756,1,0,1,75,57
11764,1,0,0,73,64
11791,1,0,0,75,64
11793,1,0,0,68,0
11794,1,0,1,77,57
11794,2,0,1,49,49
11794,1,0,1,68,57
11795,2,0,0,68,64
12039,2,0,0,49,64
12067,2,0,1,56,49
12312,2,0,0,56,64
12337,1,0,0,77,64
12339,2,0,1,61,49
12339,1,0,1,80,57
12585,2,0,0,61,64
12585,1,0,0,80,64
12612,2,0,1,53,49
12612,1,0,1,72,57
12857,2,0,0,53,64
12885,2,0,1,61,49
13103,1,0,0,72,64
13157,1,0,1,73,57
13376,2,0,0,61,64
13430,2,0,1,65,49
13648,1,0,0,73,64
13703,1,0,1,73,57
13703,1,0,1,68,57
13921,2,0,0,65,64
13976,2,0,1,54,49
14246,2,0,0,54,64
14276,2,0,1,61,49
14455,1,0,0,73,64
14455,1,0,0,68,64
14575,1,0,1,66,57
14845,1,0,0,66,64
14875,1,0,1,68,57
15445,1,0,0,68,64
15475,1,0,1,73,57
15737,1,0,0,73,0
15738,1,0,1,73,57
15745,1,0,0,73,64
15775,1,0,1,75,57
16045,1,0,0,75,64
16075,1,0,1,73,57
16256,2,0,0,61,64
16338,1,0,1,75,57
16345,1,0,0,73,64
16375,1,0,1,77,57
16375,1,0,1,68,57
16376,2,0,1,49,49
16403,1,0,0,75,64
16621,2,0,0,49,64
16648,2,0,1,56,49
16867,1,0,0,68,64
16867,1,0,0,77,64
16894,2,0,0,56,64
16921,2,0,1,61,49
16921,1,0,1,80,57
16921,1,0,1,73,57
17167,2,0,0,61,64
17167,1,0,0,73,64
17167,1,0,0,80,64
17194,2,0,1,53,49
17194,1,0,1,84,57
17194,1,0,1,75,57
17439,2,0,0,53,64
17467,2,0,1,56,49
17736,1,0,0,75,64
17736,1,0,0,84,64
17766,1,0,1,77,57
17766,1,0,1,85,57
17947,2,0,0,56,64
18036,1,0,0,85,64
18036,1,0,0,77,64
18066,1,0,1,80,57
18066,1,0,1,73,57
18067,2,0,1,61,49
18290,1,0,0,80,0
18291,1,0,1,80,80
18336,1,0,0,80,64
18336,1,0,0,73,64
18366,1,0,1,82,57
18366,1,0,1,73,57
18547,2,0,0,61,64
18667,2,0,1,54,49
18966,1,0,0,82,64
18966,1,0,0,73,64
18967,2,0,0,54,64
